DBKEY,EIN,UEI,AUDITEENAME,COGAGENCY,DATE_ADDED
133559,941693499,,HAYWARD UNIFIED SCHOOL DISTRICT,84,3/26/2022
133572,941590799,DSLHRLFLNN89,PERALTA COMMUNITY COLLEGE DISTRICT,84,4/4/2023
133615,680091157,R8L1DRLVBNX8,MOUNT DIABLO UNIFIED SCHOOL DISTRICT,84,1/25/2023
133619,680000495,,WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,84,2/11/2022
133649,946002206,,FRESNO UNIFIED SCHOOL DISTRICT,84,3/25/2021
133733,956006350,XX5DV4Q28A71,IMPERIAL COMMUNITY COLLEGE DISTRICT,84,3/14/2023
133742,956000671,,BAKERSFIELD CITY SCHOOL DISTRICT,84,3/25/2021
133756,956001764,,KERN HIGH SCHOOL DISTRICT,84,3/25/2021
133770,956000412,P6A1KWZZ9PF1,PANAMA BUENA VISTA UNION SCHOOL DISTRICT,84,6/9/2023
133787,956006644,,KERN COMMUNITY COLLEGE DISTRICT,84,3/25/2021
133823,956000127,RVLCKGNB9FF1,ANTELOPE VALLEY UNION HIGH SCHOOL DISTRICT,84,4/6/2023
133836,952650551,,COMPTON UNIFIED SCHOOL DISTRICT,84,2/4/2022
133840,956006586,,DOWNEY UNIFIED SCHOOL DISTRICT,84,2/3/2022
133844,956001060,,EL CAMINO COMMUNITY COLLEGE DISTRICT,84,8/22/2022
133849,956001464,,GLENDALE UNIFIED SCHOOL DISTRICT,84,12/17/2021
133858,956001815,F7MEGL17QWN9,LANCASTER SCHOOL DISTRICT,84,3/14/2023
133863,956001886,,LONG BEACH UNIFIED SCHOOL DISTRICT,84,3/25/2021
133864,956001908,,LOS ANGELES UNIFIED SCHOOL DISTRICT,84,3/25/2021
133865,952587353,,LOS ANGELES COMMUNITY COLLEGE DISTRICT,84,3/25/2021
133871,956002104,,MONTEBELLO UNIFIED SCHOOL DISTRICT,84,2/8/2022
133873,956002131,,MT. SAN ANTONIO COMMUNITY COLLEGE DISTRICT,84,12/16/2021
133875,956002228,,NORWALK-LA MIRADA UNIFIED SCHOOL DISTRICT,84,2/8/2022
133876,966002342,,PALMDALE SCHOOL DISTRICT,84,3/25/2021
133880,952505000,,PASADENA AREA COMMUNITY COLLEGE DISTRICT,84,1/15/2022
133907,956005521,,CERRITOS COMMUNITY COLLEGE DISTRICT,84,12/18/2021
133914,952668744,,GLENDALE COMMUNITY COLLEGE DISTRICT,84,5/25/2022
133915,952654140,,LONG BEACH COMMUNITY COLLEGE DISTRICT,84,2/8/2022
133916,952767537,,SANTA MONICA COMMUNITY COLLEGE DISTRICT,84,1/13/2022
133922,946002320,,MADERA UNIFIED SCHOOL DISTRICT,84,4/12/2022
134028,952321055,VZPNFN6ZBXH3,CAPISTRANO UNIFIED SCHOOL DISTRICT,84,10/27/2022
134034,952394131,,NORTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,84,3/25/2021
134044,956002272,,COAST COMMUNITY COLLEGE DISTRICT,84,12/9/2021
134046,952696799,,RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT,84,12/17/2021
134055,952479872,,SOUTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,84,2/3/2022
134076,946031260,VJKEUF53D8M1,SIERRA JOINT COMMUNITY COLLEGE DISTRICT,84,12/9/2022
134080,951794390,KS11SUNKT9K6,ALVORD UNIFIED SCHOOL DISTRICT,84,3/31/2023
134083,330765218,,COACHELLA VALLEY UNIFIED SCHOOL DISTRICT,84,5/6/2022
134084,330277305,,CORONA-NORCO UNIFIED SCHOOL DISTRICT,84,2/10/2022
134087,521527174,,HEMET UNIFIED SCHOOL DISTRICT,84,1/6/2022
134088,330743985,,DESERT SANDS UNIFIED SCHOOL DISTRICT,84,12/16/2021
134092,521527179,,PALM SPRINGS UNIFIED SCHOOL DISTRICT,84,2/8/2022
134096,952883296,,RIVERSIDE UNIFIED SCHOOL DISTRICT,84,2/7/2022
134100,581997491,,VAL VERDE UNIFIED SCHOOL DISTRICT,84,3/25/2021
134103,330813228,L1QXZ1FQXSX6,MT. SAN JACINTO COMMUNITY COLLEGE DISTRICT,84,2/6/2023
134105,521770792,,MORENO VALLEY UNIFIED SCHOOL DISTRICT,84,5/19/2022
134110,946002501,,ELK GROVE UNIFIED SCHOOL DISTRICT,84,3/25/2021
134119,946002491,,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,84,3/25/2021
134120,946002533,,SAN JUAN UNIFIED SCHOOL DISTRICT,84,3/25/2021
134122,941576340,,LOS RIOS COMMUNITY COLLEGE DISTRICT,84,3/25/2021
134136,956000560,G6NAHBZF3AL3,CHAFFEY JOINT UNION HIGH SCHOOL DISTRICT,84,1/9/2023
134137,956000558,Q9QRTJMGP7A8,CHAFFEY COMMUNITY COLLEGE DISTRICT,84,2/24/2023
134138,956000586,MT8RFPNUGL93,CHINO VALLEY UNIFIED SCHOOL DISTRICT,84,2/16/2023
134139,952414439,,COLTON JOINT UNIFIED SCHOOL DISTRICT,84,2/11/2022
134142,956001357,,FONTANA UNIFIED SCHOOL DISTRICT,84,3/25/2021
134144,930944528,JFARC4LMCRH7,HESPERIA UNIFIED SCHOOL DISTRICT,84,12/27/2022
134150,956002267,,ONTARIO-MONTCLAIR SCHOOL DISTRICT,84,2/26/2022
134152,952254572,,REDLANDS UNIFIED SCHOOL DISTRICT,84,3/3/2022
134155,952285577,,SAN BERNARDINO CITY UNIFIED SCHOOL DISTRICT,84,3/25/2021
134184,956001517,JMG7LBBS3DY6,GROSSMONT UNION HIGH SCHOOL DISTRICT,84,1/19/2023
134193,956002227,FNCMV513G321,PALOMAR COMMUNITY COLLEGE DISTRICT,84,2/6/2023
134200,956002781,,SAN DIEGO UNIFIED SCHOOL DISTRICT,84,3/25/2021
134208,956003082,,SWEETWATER UNION HIGH SCHOOL DISTRICT,84,3/2/2022
134213,956006652,L3LUC5Y7B188,GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT,84,1/18/2023
134215,956006662,K5P1TBMK2943,MIRACOSTA COMMUNITY COLLEGE DISTRICT,84,2/8/2023
134217,946000416,,SAN FRANCISCO UNIFIED SCHOOL DISTRICT,84,3/25/2021
134233,946002661,,STOCKTON UNIFIED SCHOOL DISTRICT,84,3/25/2021
134236,911044400,J1M3XMMKNH73,SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT,84,2/15/2023
134323,946002606,FL1ADFUSL9J4,SAN JOSE UNIFIED SCHOOL DISTRICT,84,5/18/2023
134346,770375541,,PAJARO VALLEY UNIFIED SCHOOL DISTRICT,84,3/4/2022
134458,770195326,,MODESTO CITY SCHOOLS,84,2/25/2022
134460,521566989,DLVKVBMZME64,YOSEMITE COMMUNITY COLLEGE DISTRICT,84,12/21/2022
134561,770531549,TGDTBR9R5L51,VISALIA UNIFIED SCHOOL DISTRICT,84,2/6/2023
134596,952224338,,VENTURA COUNTY COMMUNITY COLLEGE DISTRICT,84,1/15/2022
135326,846000822,,ADAMS 12 FIVE STAR SCHOOLS,84,2/15/2022
135331,846000861,,CHERRY CREEK SCHOOL DISTRICT NO 5,84,4/21/2022
135336,846000870,,JOINT SCHOOL DISTRICT NO 28-J OF THE COUNTIES OF ADAMS AND ARAPAHOE,84,11/26/2021
135361,846001099,,SCHOOL DISTRICT NO. 1 IN THE CITY AND COUNTY OF DENVER AND STATE OF CO,84,3/25/2021
135363,846011446,,DOUGLAS COUNTY SCHOOL DISTRICT RE.1,84,3/9/2022
135400,846002817,,JEFFERSON COUNTY SCHOOL DISTRICT NO R-1,84,3/14/2022
135434,846002839,,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,84,3/22/2022
135667,066001865,,"CITY OF BRIDGEPORT, CONNECTICUT",84,3/25/2021
135683,066001900,,"CITY OF WATERBURY, CONNECTICUT",84,1/18/2022
136721,596000522,,BREVARD COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136728,596000552,GN5LCCG51JM6,CLAY COUNTY DISTRICT SCHOOL BOARD,84,3/31/2023
136729,596000557,,"DISTRICT SCHOOL BOARD OF COLLIER COUNTY, FLORIDA",84,3/25/2021
136732,596000572,,MIAMI-DADE COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136736,596000589,,DUVAL COUNTY PUBLIC SCHOOLS,84,3/25/2021
136738,596000597,,DISTRICT SCHOOL BOARD OF ESCAMBIA COUNTY,84,3/25/2021
136752,596000660,,HILLSBOROUGH COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136760,596000694,,LAKE COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136762,596000701,,SCHOOL DISTRICT OF LEE COUNTY,84,3/25/2021
136764,596000709,,LEON COUNTY DISTRICT SCHOOL BOARD,84,3/1/2022
136770,596000728,,"SCHOOL DISTRICT OF MANATEE COUNTY, FLORIDA",84,3/25/2021
136772,596000734,,MARION COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136778,596000764,KCMMFYM5LUW6,OKALOOSA COUNTY DISTRICT SCHOOL BOARD,84,3/30/2023
136781,596000771,,ORANGE COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136783,596000779,,OSCEOLA COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136784,596000783,,PALM BEACH COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136786,596000092,,DISTRICT SCHOOL BOARD OF PASCO COUNTY,84,3/25/2021
136788,596000799,,DISTRICT SCHOOL BOARD OF PINELLAS COUNTY,84,3/25/2021
136790,596000807,,POLK COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136795,596000832,,ST. LUCIE COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136797,596000845,JG4LLWLFK4M7,SANTA ROSA COUNTY DISTRICT SCHOOL BOARD,84,1/23/2023
136798,596000847,,SARASOTA COUNTY DISTRICT SCHOOL BOARD,84,12/21/2021
136799,596000855,,SEMINOLE COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
136805,596000884,,"DISTRICT SCHOOL BOARD OF VOLUSIA COUNTY, FLORIDA",84,3/25/2021
137671,586011458,RG6JN4TD5XH3,CHEROKEE COUNTY BOARD OF EDUCATION,84,4/3/2023
137677,586000214,,COBB COUNTY SCHOOL DISTRICT,84,3/25/2021
137694,586000231,CNRYFGU8KTM7,DOUGHERTY COUNTY BOARD OF EDUCATION,84,8/23/2023
137707,586000243,DBPSHJAXNPJ5,FORSYTH COUNTY BOARD OF EDUCATION,84,3/14/2023
137721,586000254,,GWINNETT COUNTY BOARD OF EDUCATION,84,3/25/2021
137724,586000256,G775DZH3VKC5,HALL COUNTY BOARD OF EDUCATION,84,9/7/2023
137769,586000143,,MUSCOGEE COUNTY SCHOOL DISTRICT,84,2/25/2022
137785,586000310,,RICHMOND COUNTY BOARD OF EDUCATION,84,3/25/2021
137874,996000354,,UNIVERSITY OF HAWAII,84,3/25/2021
137901,820290701,,BOISE STATE UNIVERSITY,84,3/25/2021
137921,826000924,,IDAHO STATE UNIVERSITY,84,3/25/2021
138350,826001213,FE7DGWDMFZE1,JOINT SCHOOL DISTRICT NO. 2,84,12/3/2022
138509,376013590,,EASTERN ILLINOIS UNIVERSITY,84,7/6/2022
138532,362684803,,GOVERNORS STATE UNIVERSITY,84,3/25/2021
138560,366008480,,NORTHERN ILLINOIS UNIVERISTY,84,3/25/2021
138590,376000511,,UNIVERSITY OF ILLINOIS,84,3/25/2021
138595,370910458,,WESTERN ILLINOIS UNIVERSITY,84,3/25/2021
141344,366005821,,CHICAGO PUBLIC SCHOOLS / CHICAGO BOARD OF EDUCATION,84,3/25/2021
141358,362606236,,CITY COLLEGES OF CHICAGO COMMUNITY COLLEGE DISTRICT NO. 508,84,3/25/2021
141433,362594972,,COLLEGE OF DUPAGE COMMUNITY COLLEGE DISTRICT 502,84,12/27/2021
141569,366004736,,SCHOOL DISTRICT U-46,84,9/1/2022
141865,376001759,C83FD7GDF7B1,BOARD OF EDUCATION OF THE CITY OF PEORIA,84,3/7/2023
141961,376004615,LVM3BAVZFAN8,SPRINGFIELD PUBLIC SCHOOL DISTRICT 186,84,6/22/2023
142117,366009416,FBLNJNGFM713,ROCKFORD PUBLIC SCHOOLS DISTRICT 205,84,11/29/2022
142179,356000221,,BALL STATE UNIVERSITY,84,3/25/2021
142234,356001670,,INDIANA STATE UNIVERSITY,84,3/25/2021
142235,356001673,,TRUSTEES OF INDIANA UNIVERSITY,84,3/25/2021
142292,351308176,,UNIVERSITY OF SOUTHERN INDIANA,84,2/24/2022
142300,351180631,,IVY TECH COMMUNITY COLLEGE OF INDIANA,84,3/25/2021
143278,356006351,,FORT WAYNE COMMUNITY SCHOOLS,84,3/25/2021
143452,356002486,,INDIANAPOLIS PUBLIC SCHOOLS,84,3/25/2021
143559,351071682,,EVANSVILLE VANDERBURGH SCHOOL CORPORATION,84,3/25/2021
144594,420924685,,KIRKWOOD COMMUNITY COLLEGE,84,12/16/2021
144663,426001433,,DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT,84,3/25/2021
144671,420926354,,DES MOINES AREA COMMUNITY COLLEGE,84,12/3/2021
145652,480697986,F8GTKBANM2B4,"OLATHE PUBLIC SCHOOLS, UNIFIED SCHOOL DISTRICT NO 233",84,12/31/2022
145798,486000351,,WICHITA  PUBLIC SCHOOLS UNIFIED SCHOOL DISTRICT NO 259,84,3/25/2021
145808,486030115,,WASHBURN UNIVERSITY OF TOPEKA,84,1/14/2022
145849,486031181,VNN2HKYDQU77,UNIFIED SCHOOL DISTRICT NO. 500,84,1/26/2023
145869,616055628,,WESTERN KENTUCKY UNIVERSITY,84,3/25/2021
145871,611005783,,MURRAY STATE UNIVERSITY,84,3/25/2021
145872,616001218,,UNIVERSITY OF KENTUCKY,84,3/25/2021
145873,611014029,,MOREHEAD STATE UNIVERSITY,84,3/25/2021
146521,616001316,,JEFFERSON COUNTY BOARD OF EDUCATION,84,3/25/2021
146599,616001247,MMVUBL3ECMX4,WARREN COUNTY SCHOOL DISTRICT,84,12/12/2022
147031,726000185,QGV5Q4V3FK85,BOSSIER PARISH SCHOOL BOARD,84,3/7/2023
147032,726000224,,CADDO PARISH SCHOOL BOARD,84,3/25/2021
147033,726000235,,CALCASIEU PARISH SCHOOL BOARD,84,4/8/2022
147040,726000353,,EAST BATON ROUGE PARISH SCHOOL SYSTEM,84,3/25/2021
147051,726000625,,LAFAYETTE PARISH SCHOOL BOARD,84,2/3/2022
147055,720882480,W7LSK2MCPA95,LIVINGSTON PARISH SCHOOL BOARD,84,1/24/2023
147064,726001133,,RAPIDES PARISH SCHOOL BOARD,84,2/11/2022
147077,726001372,MYDNDM6MCTF4,TAGIPAHOA PARISH SCHOOL SYSTEM,84,1/31/2023
147111,010416015,,MAINE COMMUNITY COLLEGE SYSTEM,84,3/25/2021
147112,010392006,,FINANCE AUTHORITY OF MAINE,84,3/25/2021
147114,016000769,,UNIVERSITY OF MAINE SYSTEM,84,3/25/2021
147742,526000989,,MONTGOMERY COUNTY PUBLIC SCHOOLS,84,3/25/2021
147942,046001394,EFC2AWA1NQC9,CITY OF LAWRENCE,84,3/14/2023
147949,046001415,,CITY OF SPRINGFIELD,84,3/25/2021
147954,046001396,,CITY OF LOWELL,84,4/26/2022
147963,046001409,,CITY OF QUINCY,84,10/14/2022
147964,046001382,,CITY OF BROCKTON,84,3/24/2023
148653,386004447,,CENTRAL MICHIGAN UNIVERSITY,84,3/25/2021
148655,386005986,,EASTERN MICHIGAN UNIVERSITY,84,3/25/2021
148656,386005159,,FERRIS STATE UNIVERISTY,84,3/25/2021
148657,381684280,,GRAND VALLEY STATE UNIVERSITY,84,3/25/2021
148661,386005984,,MICHIGAN STATE UNIVERSITY,84,3/25/2021
148662,386005955,,MICHIGAN TECHNOLOGICAL UNIVERSITY,84,3/25/2021
148663,386029206,,NORTHERN MICHIGAN UNIVERSITY,84,3/25/2021
148665,381714400,,OAKLAND UNIVERSITY,84,3/25/2021
148666,381798800,,SAGINAW VALLEY STATE UNIVERSITY,84,3/25/2021
148671,386007327,,WESTERN MICHIGAN UNIVERSITY,84,3/25/2021
150206,386001599,ESQJNJ5LU3R5,LANSING SCHOOL DISTRICT,84,10/14/2022
150266,386002019,ZKKMEZC272F7,GRAND RAPIDS PUBLIC SCHOOLS,84,12/12/2022
150277,382980195,,GRAND RAPIDS COMMUNITY COLLEGE,84,7/7/2022
150340,381714601,,MACOMB INTERMEDIATE SCHOOL DISTRICT,84,11/13/2021
150450,381751522,,OAKLAND COMMUNITY COLLEGE,84,11/4/2021
150606,381909530,,WAYNE COUNTY REGIONAL EDUCATIONAL SERVICE AGENCY,84,3/25/2021
150611,386157869,FN98L9WF61M3,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,84,3/31/2023
150676,416007513,,REGENTS OF THE UNIVERSITY OF MINNESOTA,84,3/25/2021
151681,416008267,KBAWKXFM32L7,INDEPENDENT SCHOOL DISTRICT NO. 11,84,1/13/2023
151808,410851980,,MINNEAPOLIS SPECIAL SCHOOL DISTRICT NO. 1,84,3/25/2021
151978,410901311,,INDEPENDENT SCHOOL DISTRICT NO. 625,84,3/25/2021
152599,646000505,,JACKSON PUBLIC SCHOOL DISTRICT,84,9/19/2022
152737,446000308,,MISSOURI STATE UNIVERSITY,84,3/25/2021
152738,436003859,,UNIVERSITY OF MISSOURI SYSTEM,84,3/25/2021
152741,446000293,,UNIVERSITY OF CENTRAL MISSOURI,84,3/25/2021
152745,446000301,,NORTHWEST MISSOURI STATE UNIVERSITY,84,12/18/2021
152746,436003569,,SOUTHEAST MISSOURI STATE UNIVERSITY,84,3/25/2021
153845,446005539,EMUDM5DEZMH1,THE SCHOOL DISTRICT OF SPRINGFIELD R-XII,84,12/12/2022
153896,446003031,WN2MVJNM9624,INDEPENDENCE 30 SCHOOL DISTRICT,84,2/14/2023
153897,446003108,HGM6RN7EW395,"THE SCHOOL DISTRICT OF KANSAS CITY, MISSOURI",84,1/4/2023
153902,430813703,,METROPOLITAN COMMUNITY COLLEGE,84,12/7/2021
154131,436003220,,SCHOOL DISTRICT OF THE CITY OF ST. LOUIS,84,1/18/2022
154881,470049123,,UNIVERSITY OF NEBRASKA,84,3/25/2021
154885,611573095,UXMZXKLPV9M2,NEBRASKA STATE COLLEGE SYSTEM,84,12/31/2022
155652,476002629,,DOUGLAS COUNTY SCHOOL DISTRICT #0001,84,3/25/2021
156000,886000030,,CLARK COUNTY SCHOOL DISTRICT,84,3/25/2021
156014,886000919,,WASHOE COUNTY SCHOOL DISTRICT,84,3/25/2021
156501,222830882,,NEW JERSEY CITY UNIVERSITY,84,3/25/2021
156504,222960726,,KEAN UNIVERSITY,84,3/25/2021
156505,521558006,,RAMAPO COLLEGE OF NEW JERSEY,84,5/16/2022
156506,222797398,,THE COLLEGE OF NEW JERSEY,84,5/4/2022
156507,222781603,,THE WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,84,3/25/2021
156508,222764819,,ROWAN UNIVERSITY,84,3/25/2021
156543,226088440,J7EFDKQD4D97,ROWAN COLLEGE OF SOUTH JERSEY,84,5/16/2023
156801,222832788,,STOCKTON UNIVERSITY (A COMPONENT UNIT OF THE STATE OF NEW JERSEY),84,3/25/2021
156810,216000326,N84LD49GR6G1,TRENTON BOARD OF EDUCATION,84,3/30/2023
157585,216000154,E6HKN3MD1G21,CITY OF CAMDEN BOARD OF EDUCATION,84,3/31/2023
158024,856000401,,NEW MEXICO STATE UNIVERSITY,84,3/25/2021
158048,856000565,,STATE OF NEW MEXICO PUBLIC EDUCATION DEPARTMENT,84,3/25/2021
158218,856000101,,ALBUQUERQUE MUNICIPAL SCHOOL DISTRICT NO. 12,84,3/25/2021
158219,850172915,EN21ZJ5KXAF8,STATE OF NM CENTRAL NEW MEXICO COMMUNITY COLLEGE,84,1/18/2023
158238,856002445,KXMCLLUKZWF5,LAS CRUCES PUBLIC SCHOOL DISTRICT NO. 2,84,2/20/2023
158723,131616880,,THE CITY UNIVERSITY OF NEW YORK,84,3/25/2021
160651,136006910,H6HKL3HS2KU3,EAST RAMAPO CENTRAL SCHOOL DISTRICT,84,7/6/2023
160969,566000994,MB5UHS1RFA98,BUNCOMBE COUNTY BOARD OF EDUCATION,84,12/27/2022
160975,566000997,VHKTMJGPA8L1,CABARRUS COUNTY BOARD OF EDUCATION,84,11/10/2022
161008,566001015,,CUMBERLAND COUNTY BOARD OF EDUCATION,84,3/25/2021
161029,560795164,,WINSON-SALEM FORSYTH COUNTY SCHOOLS,84,3/25/2021
161034,566001032,,GASTON COUNTY BOARD OF EDUCATION,84,12/7/2021
161045,566000522,,GUILFORD COUNTY BOARD OF EDUCATION,84,3/25/2021
161052,566001044,XKGNL17FKW65,HARNETT COUNTY BOARD OF EDUCATION,84,2/6/2023
161071,561744267,CKDGXLL4NN87,IREDELL-STATESVILLE BOARD OF EDUCATION,84,4/4/2023
161079,566001055,HP51MNJMFQ61,JOHNSTON COUNTY BOARD OF EDUCATION,84,11/16/2022
161102,566001074,,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,84,3/25/2021
161117,566001085,H9KFKBENBPL3,NEW HANOVER COUNTY BOARD OF EDUCATION,84,1/4/2023
161141,566001097,ECKDEHPCB6D4,"PITT COUNTY BOARD OF EDUCATION, NORTH CAROLINA",84,1/2/2023
161151,566001104,,PUBLIC SCHOOLS OF ROBESON COUNTY,84,4/28/2022
161185,566001123,MJ7JT5N2UN17,UNION COUNTY BOARD OF EDUCATION,84,1/4/2023
161191,561137759,,WAKE COUNTY BOARD OF EDUCATION,84,3/25/2021
162392,316025986,,THE OHIO STATE UNIVERSITY,84,3/25/2021
162393,316402113,,OHIO UNIVERSITY,84,3/25/2021
162395,341055865,CJRNG45SK9D1,STARK STATE COLLEGE,84,3/1/2023
162401,341015707,,EASTERN GATEWAY COMMUNITY COLLEGE,84,3/10/2022
162405,316402089,,MIAMI UNIVERSITY,84,3/25/2021
162408,341011998,,YOUNGSTOWN STATE UNIVERSITY,84,3/25/2021
162411,316402079,,KENT STATE UNIVERSITY,84,3/25/2021
162412,346401483,,THE UNIVERSITY OF TOLEDO,84,3/25/2021
162413,310732831,,WRIGHT STATE UNIVERSITY,84,3/25/2021
162414,316000989,,UNIVERSITY OF CINCINNATI,84,3/25/2021
162415,346402018,,BOWLING GREEN STATE UNIVERSITY,84,3/25/2021
162418,346002924,,THE UNIVERSITY OF AKRON,84,3/25/2021
162420,340966056,,CLEVELAND STATE UNIVERSITY,84,3/25/2021
164186,346000662,,CLEVELAND MUNICIPAL SCHOOL DISTRICT,84,3/25/2021
164252,316400416,,COLUMBUS CITY SCHOOL DISTRICT,84,3/25/2021
164437,346401449,,TOLEDO CITY SCHOOL DISTRICT,84,3/25/2021
164498,316000784,JETRRRCCKH75,DAYTON CITY SCHOOL DISTRICT,84,3/2/2023
164514,310723444,,SINCLAIR COMMUNITY COLLEGE,84,1/11/2022
164655,346000033,,AKRON CITY SCHOOL DISTRICT,84,6/29/2022
164836,611770436,,OKLAHOMA STATE REGENTS FOR HIGHER EDUCATION,84,3/25/2021
165774,736021175,,"INDEPENDENT SCHOOL DISTRICT NO. 89 OF OKLAHOMA COUNTY, OKLAHOMA",84,3/25/2021
165941,736021242,,TULSA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. I-1,84,3/25/2021
166673,936000763,,SALEM-KEIZER SCHOOL DISTRICT NO. 24J,84,12/9/2021
166683,930585134,VKNDQDCD3AU9,CHEMEKETA COMMUNITY COLLEGE,84,2/24/2023
166693,936000830,,"SCHOOL DISTRICT NO.1J, MULTNOMAH COUNTY OREGON",84,12/14/2021
166744,936001065,E9UDY9JX78X9,BEAVERTON SCHOOL DISTRICT,84,12/20/2022
166793,231693362,,PENNSYLVANIA HIGHER EDUCATION ASSISTANCE AGENCY (PHEAA),84,3/25/2021
166794,232250505,,"STATE SYSTEM OF HIGHER EDUCATION, COMMONWEALTH OF PENNSYLVANIA",84,3/25/2021
166795,246000376,,THE PENNSYLVANIA STATE UNIVERSITY,84,3/25/2021
169600,251157808,,SCHOOL DISTRICT OF PITTSBURGH,84,3/25/2021
169627,256075057,,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,84,12/17/2021
169839,231685591,UQEFRLKYSEA3,DELAWARE COUNTY COMMUNITY COLLEGE,84,4/3/2023
169847,256001265,MJNTFJNX6S65,"SCHOOL DISTRICT OF THE CITY OF ERIE,PA",84,3/31/2023
169929,231740422,,LANCASTER-LEBANON INTERMEDIATE UNIT 13,84,12/17/2021
169951,236003488,YVMSJ93LHNC6,ALLENTOWN SCHOOL DISTRICT,84,6/30/2023
170068,236391672,,COMMUNITY COLLEGE OF PHILADELPHIA,84,3/25/2021
170374,570427788,JJWEM8GBJ9L9,MIDLANDS TECHNICAL COLLEGE,84,10/25/2022
170375,570440170,JTNDE6EBHL41,TRIDENT TECHNICAL COLLEGE,84,3/30/2023
170721,576000300,LU7JSJ4R3MM9,THE CONSOLIDATED SCHOOL DISTRICT OF AIKEN COUNTY,84,12/7/2022
170734,576000310,KMALQBCRCNN5,BEAUFORT COUNTY SCHOOL DISTRICT,84,12/6/2022
170735,576000313,ZFRDSBNFLEY9,BERKELEY COUNTY SCHOOL DISTRICT,84,12/9/2022
170755,576000231,Q2KVV935WJE3,FLORENCE SCHOOL DISTRICT ONE,84,12/7/2022
170761,576000234,,THE SCHOOL DISTRICT OF GREENVILLE COUNTY,84,3/25/2021
170768,576000364,,HORRY COUNTY SCHOOLS,84,12/7/2021
170800,578000364,UKJCDJAFLBL3,RICHLAND COUNTY SCHOOL DISTRICT ONE,84,12/21/2022
171279,466002586,,SIOUX FALLS SCHOOL DISTRICT 49-5,84,4/12/2022
171391,626000636,,"HAMILTON COUNTY, TENNESSEE",84,3/25/2021
171405,626007979,,KNOX COUNTY GOVERNMENT,84,3/25/2021
171415,626000729,MYX9B6NDMS25,"MADISON COUNTY, TENNESSEE",84,2/6/2023
171421,626000764,,"MONTGOMERY COUNTY, TENNESSEE",84,3/18/2022
171432,626000818,,RUTHERFORD COUNTY TENNESSEE,84,12/29/2021
173929,746001505,,KILLEEN INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
173943,746015301,,NORTH EAST INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
173944,746015904,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
173946,746002173,,ALAMO COMMUNITY COLLEGE DISTRICT,84,3/25/2021
173947,746002167,,SAN ANTONIO INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174016,746000418,,BROWNSVILLE INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174017,746001053,ZZSKMJLNWBA7,HARLINGEN CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,84,1/24/2023
174022,746002224,VUQKWNGGJEK1,SAN BENITO CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,84,12/12/2022
174070,756001636,YLM8Y2HQ6TD8,FRISCO INDEPENDENT SCHOOL DISTRICT,84,12/1/2022
174074,756002252,DERLA1LAC6H8,PLANO INDEPENDENT SCHOOL DISTRICT,84,12/21/2022
174078,752037156,,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,84,12/23/2021
174118,756001278,,DALLAS INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174121,756001650,,GARLAND INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174126,756002054,EDUJZELNL9A4,MESQUITE INDEPENDENT SCHOOL DISTRICT,84,12/9/2022
174131,751213149,,DALLAS COUNTY COMMUNITY COLLEGE DISTRICT,84,3/25/2021
174145,756001955,,LEWISVILLE INDEPENDENT SCHOOL DISTRICT,84,12/16/2021
174175,756001362,,ECTOR COUNTY INDEPENDENT SCHOOL DISTRICT,84,12/1/2021
