Program Title,Program Number
"Reduce, Reuse, Recycling Education and Outreach Grants",66.921
Indian Environmental General Assistance Program (GAP),66.926
International Financial Assistance Projects Sponsored by the Office of International and Tribal Affairs,66.931
National Environmental Education Training Program,66.950
Environmental Education Grants Program,66.951
Targeted Airshed Grant Program,66.956
Greenhouse Gas Reduction Fund: National Clean Investment Fund,66.957
Water Infrastructure Finance and Innovation (WIFIA),66.958
Greenhouse Gas Reduction Fund: Solar for All,66.959
Greenhouse Gas Reduction Fund: Clean Communities Investment Accelerator,66.960
Superfund State and Indian Tribe Combined Cooperative Agreements (Site-Specific and Core),66.961
Geographic Programs - Columbia River Basin Restoration (CRBR) Program,66.962
"Geographic Programs - Chesapeake Bay Program Implementation, Regulatory/Accountability and Monitoring Grants",66.964
CONTAMINATED ALASKA NATIVE CLAIMS SETTLEMENT ACT LANDS ASSISTANCE AGREEMENTS,66.965
U.S. Nuclear Regulatory Commission Minority Serving Institutions Program (MSIP),77.007
U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,77.008
U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program,77.009
"Environmental Monitoring, Independent Research, Technical Analysis",81.005
"Cybersecurity, Energy Security & Emergency Response (CESER)",81.008
Molybdenum-99 Program,81.009
"Office of Technology Transitions (OTT)-Technology Deployment, Demonstration and Commercialization",81.010
Artificial Intelligence and Technology Office Financial Assistance Program,81.012
State Energy Program,81.041
Weatherization Assistance for Low-Income Persons,81.042
Office of Science Financial Assistance Program,81.049
University Coal Research,81.057
Nuclear Legacy Cleanup Program,81.065
Conservation Research and Development,81.086
Renewable Energy Research and Development,81.087
Fossil Energy Research and Development,81.089
Remedial Action and Waste Management,81.092
Student Driven Research and Long Term Monitoring of Selected Populations in the Valley and Ridge Eco-region,81.102
Environmental Remediation and Waste Processing and Disposal,81.104
"Transport of Transuranic Wastes to the Waste Isolation Pilot Plant: States and Tribal Concerns, Proposed Solutions",81.106
Epidemiology and Other Health Studies Financial Assistance Program,81.108
Stewardship Science Grant Program,81.112
Defense Nuclear Nonproliferation Research,81.113
"Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance",81.117
State Energy Program Special Projects,81.119
"Nuclear Energy Research, Development and Demonstration",81.121
"Electricity Research, Development and Analysis",81.122
National Nuclear Security Administration (NNSA) Minority Serving Institutions (MSI) Program,81.123
Predictive Science Academic Alliance Program,81.124
Federal Loan Guarantees for Innovative Energy Technologies,81.126
Energy Efficiency and Conservation Block Grant Program (EECBG),81.128
Advanced Research Projects Agency - Energy,81.135
Long-Term Surveillance and Maintenance,81.136
Minority Economic Impact,81.137
State Heating Oil and Propane Program,81.138
Los Alamos National Laboratory - Fire Protection,81.140
South Carolina Support for Foreign Research Reactor Spent Nuclear Fuel (FRRSNF) Shipments,81.180
Global Material Security,81.210
"Environmental Monitoring/Cleanup, Cultural and Resource Mgmt., Emergency Response Research, Outreach, Technical Analysis",81.214
Energy Policy and Systems Analysis,81.250
National Laboratory Jobs Apprenticeship for Complete and Committed Employment for Specialized Skills,81.251
"Legally-directed Academic Programs, Workforce Development and Community Support",81.252
Manufacturing and Energy Supply Chain Demonstrations and Commercial Applications,81.253
Grid Infrastructure Deployment and Resilience,81.254
Clean Energy Demonstrations,81.255
"Environmental Monitoring/Cleanup, Cultural and Resource Mgmt., Emergency Response Research, Outreach, Technical Analysis",81.256
Glovebox Manufacturing Expansion Initiative,81.258
"County of Nye, Nye County Sheriff’s Office Law Enforcement Services",81.260
Law Enforcement Support of Pantex Plant,81.279
Workforce Opportunities in Regional Careers II,81.281
Grid Deployment Office - Other Direct Funding Mechanisms/Identified Transactions,81.300
Inertial Confinement Fusion Program University Assistance,81.302
Nonproliferation and Arms Control,81.505
Nuclear Counterterrorism and Incident Response Program,81.884
Adult Education - Basic Grants to States,84.002
Civil Rights Training and Advisory Services (also known as Equity Assistance Centers),84.004
Federal Supplemental Educational Opportunity Grants,84.007
Title I Grants to Local Educational Agencies,84.010
Migrant Education State Grant Program,84.011
Title I State Agency Program for Neglected and Delinquent Children and Youth,84.013
National Resource Centers Program for Foreign Language and Area Studies or Foreign Language and International Studies Program and Foreign Language and Area Studies Fellowship Program,84.015
Undergraduate International Studies and Foreign Language Programs,84.016
International Research and Studies,84.017
Overseas Programs Special Bilateral Projects,84.018
Overseas Programs - Faculty Research Abroad,84.019
Overseas Programs - Group Projects Abroad,84.021
Overseas Programs - Doctoral Dissertation Research Abroad,84.022
Special Education Grants to States,84.027
Higher Education Institutional Aid,84.031
Federal Work-Study Program,84.033
Impact Aid Facilities Maintenance,84.040
Impact Aid,84.041
TRIO Student Support Services,84.042
TRIO Talent Search,84.044
TRIO Upward Bound,84.047
Career and Technical Education -- Basic Grants to States,84.048
Career and Technical Education -- National Programs,84.051
Indian Education Grants to Local Educational Agencies,84.060
Federal Pell Grant Program,84.063
TRIO Educational Opportunity Centers,84.066
Career and Technical Education - Grants to Native Americans and Alaska Natives,84.101
TRIO Staff Training Program,84.103
Fund for the Improvement of Postsecondary Education,84.116
Minority Science and Engineering Improvement,84.120
Rehabilitation Services Vocational Rehabilitation Grants to States,84.126
Rehabilitation Long-Term Training,84.129
Migrant Education High School Equivalency Program,84.141
Migrant Education Coordination Program,84.144
Federal Real Property Assistance Program,84.145
Migrant Education College Assistance Migrant Program,84.149
Business and International Education Projects,84.153
Training Interpreters for Individuals who are Deaf and Individuals who are Deaf-Blind,84.160
Rehabilitation Services Client Assistance Program,84.161
Magnet Schools Assistance,84.165
Special Education Preschool Grants,84.173
Rehabilitation Services Independent Living Services for Older Individuals Who are Blind,84.177
Special Education-Grants for Infants and Families,84.181
School Safely National Activities,84.184
Supported Employment Services for Individuals with the Most Significant Disabilities,84.187
Adult Education National Leadership Activities,84.191
Education for Homeless Children and Youth,84.196
Graduate Assistance in Areas of National Need,84.200
Javits Gifted and Talented Students Education,84.206
Innovative Approaches to Literacy; Promise Neighborhoods; Full-Service Community Schools; and Congressionally Directed Spending for Elementary and Secondary Education Community Projects,84.215
TRIO McNair Post-Baccalaureate Achievement,84.217
Centers for International Business Education,84.220
Language Resource Centers,84.229
Rehabilitation Services Demonstration and Training Programs,84.235
Program of Protection and Advocacy of Individual Rights,84.240
Tribally Controlled Postsecondary Career and Technical Institutions,84.245
Rehabilitation Short-Term Training,84.246
American Indian Vocational Rehabilitation Services,84.250
Native Hawaiian Career and Technical Education,84.259
Innovative Rehabilitation Training,84.263
Rehabilitation Training Technical Assistance Centers,84.264
Federal Direct Student Loans,84.268
American Overseas Research Centers,84.274
Charter Schools,84.282
Comprehensive Centers,84.283
Twenty-First Century Community Learning Centers,84.287
Ready-To-Learn Television,84.295
Indian Education -- Special Programs for Indian Children,84.299
"Education Research, Development and Dissemination",84.305
Statewide Family Engagement Centers,84.310
Traditionally Underserved Populations,84.315
Special Education - State Personnel Development,84.323
Research in Special Education,84.324
Special Education - Personnel Development to Improve Services and Results for Children with Disabilities,84.325
Special Education Technical Assistance and Dissemination to Improve Services and Results for Children with Disabilities,84.326
"Special Education Educational Technology Media, and Materials for Individuals with Disabilities",84.327
Special Education Parent Information Centers,84.328
Special Education Studies and Evaluations,84.329
Gaining Early Awareness and Readiness for Undergraduate Programs,84.334
Child Care Access Means Parents in School,84.335
Teacher Quality Partnership Grants,84.336
Arts in Education,84.351
Credit Enhancement for Charter School Facilities,84.354
Alaska Native Educational Programs,84.356
Rural Education,84.358
Native Hawaiian Education,84.362
English Language Acquisition State Grants,84.365
Supporting Effective Instruction State Grants (formerly Improving Teacher Quality State Grants),84.367
Competitive Grants for State Assessments,84.368
Grants for State Assessments and Related Activities,84.369
DC Opportunity Scholarship Program,84.370
Comprehensive Literacy Development,84.371
Statewide Longitudinal Data Systems,84.372
Special Education Technical Assistance on State Data Collection,84.373
Teacher and School Leader Incentive Grants (formerly the Teacher Incentive Fund),84.374
Teacher Education Assistance for College and Higher Education Grants (TEACH Grants),84.379
Special Education - Special Olympics Education Programs,84.380
Strengthening Minority-Serving Institutions,84.382
Consolidated Grant to the Outlying Areas,84.403
Transition Programs for Students with Intellectual Disabilities into Higher Education,84.407
Postsecondary Education Scholarships for Veteran's Dependents,84.408
Education Innovation and Research (formerly Investing in Innovation (i3) Fund),84.411
Indian Education National Activities (State Tribal Education Partnership (STEP) and Native American Language (NAL),84.415
Directed Grants and Awards,84.417
Disability Innovation Fund (DIF),84.421
American History and Civics Education,84.422
Supporting Effective Educator Development Program,84.423
Student Support and Academic Enrichment Program,84.424
Education Stabilization Fund,84.425
Randolph-Sheppard – Financial Relief and Restoration Payments,84.426
Augustus F. Hawkins Centers of Excellence—Teacher Preparation and Development,84.428
Education Evaluation and Technical Assistance Grants,84.429
Howard University - Direct Appropriation,84.915
MCC Foreign Assistance for Overseas Programs,85.002
Barry M. Goldwater Scholarship Program,85.200
Morris K. Udall Scholarship Program,85.400
Morris K. Udall Fellowship Program,85.401
Morris K. Udall Native American Congressional Internship Program,85.402
IAF Assistance for Overseas Programs,85.750
IAF Assistance for Overseas Programs,85.751
IAF Assistance for Overseas Programs,85.752
Pension Plan Termination Insurance,86.001
Virginia Graeme Baker Pool and Spa Safety,87.002
Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Grants,87.003
Equity Investments,87.004
Debt Financing,87.005
Political Risk Insurance,87.006
Gulf Coast Ecosystem Restoration Council Comprehensive Plan Component Program,87.051
Gulf Coast Ecosystem Restoration Council Oil Spill Impact Program,87.052
Project Development,87.101
National Archives Reference Services Historical Research,89.001
National Historical Publications and Records Grants,89.003
Denali Commission Program,90.003
Denali Commission Program,90.100
Shared Services,90.199
Delta Regional Authority,90.200
Japan-U.S. Friendship Commission Grants,90.300
Help America Vote College Program,90.400
Help America Vote Act Requirements Payments,90.401
HAVA Election Security Grants,90.404
International Broadcasting Independent Grantee Organizations,90.500
Northern Border Regional Development,90.601
Southeast Crescent Regional Commission  - Economic and Infrastructure Development Grants,90.705
Southwest Border Regional Commission - Economic and Infrastructure Development Grants,90.900
Priority Grant Competition,91.005
National Council on Disability,92.002
Public Awareness Campaigns on Embryo Adoption,93.007
Medical Reserve Corps Small Grant Program,93.008
Indian Health Service Domestic Violence Forensic Healthcare Services,93.00A
Youth Regional Treatment Center Aftercare Programs,93.00B
Preventing Alcohol-Related Deaths (PARD) through Detoxification,93.00C
Community Opioid Intervention Prevention Program,93.00D
Tribal Self-Governance Negotiation Cooperative Agreement Program,93.00E
Indian Health Service Behavioral Health Program: Zero Suicide Initiative,93.00F
"Substance Abuse and Suicide Prevention Program: Substance Abuse, Prevention, Treatment, and Aftercare",93.00G
Indian Health Service Behavioral Health Program: Zero Suicide Initiative Coordinating Center,93.00H
Addressing Dementia in Tribal and Urban Indian Communities: Enhancing Sustainable Models of Care,93.00J
Indian Health Service: Healthy Lifestyles in Youth Project,93.00K
"Indian Health Service: National Indian Health, Outreach, and Education",93.00L
Indian Health Service: Produce Prescription Pilot Program,93.00M
Indian Health Service: Dental Preventative and Clinical Support Center Program,93.00N
Native Public Health Resilience,93.00P
Firearm Injury and Mortality Prevention Research,93.00Q
988 and Behavioral Health Crisis Services Programs,93.00R
Office of Behavioral and Social Sciences Research,93.00S
National Organizations for State and Local Officials,93.011
Technical Assistance and Provision for Foreign Hospitals and Health Organizations,93.019
"Special Programs for the Aging, Title VII, Chapter 3, Programs for Prevention of Elder Abuse, Neglect, and Exploitation",93.041
"Special Programs for the Aging, Title VII, Chapter 2, Long Term Care Ombudsman Services for Older Individuals",93.042
"Special Programs for the Aging, Title III, Part D, Disease Prevention and Health Promotion Services",93.043
"Special Programs for the Aging, Title III, Part B, Grants for Supportive Services and Senior Centers",93.044
"Special Programs for the Aging, Title III, Part C, Nutrition Services",93.045
"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",93.047
"Special Programs for the Aging, Title IV, and Title II, Discretionary Projects",93.048
Alzheimer's Disease Demonstration Grants to States,93.051
"National Family Caregiver Support, Title III, Part E",93.052
Nutrition Services Incentive Program,93.053
"National Family Caregiver Support, Title VI, Part C, Grants To Indian Tribes And Native Hawaiians",93.054
"Training in General, Pediatric, and Public Health Dentistry",93.059
Sexual Risk Avoidance Education,93.060
Innovations in Applied Public Health Research,93.061
"Laboratory Leadership, Workforce Training and Management Development, Improving Public Health Laboratory Infrastructure",93.065
State Vital Statistics Improvement Program,93.066
Global AIDS,93.067
"Chronic Diseases:  Research, Control, and Prevention",93.068
Public Health Emergency Preparedness,93.069
Environmental Public Health and Emergency Response,93.070
Medicare Enrollment Assistance Program,93.071
Lifespan Respite Care Program,93.072
Birth Defects and Developmental Disabilities - Prevention and Surveillance,93.073
Family Smoking Prevention and Tobacco Control Act Regulatory Research,93.077
Strengthening Emergency Care Delivery in the United States Healthcare System through Health Information and Promotion,93.078
Cooperative Agreements to Promote Adolescent Health through School-Based Surveillance and Risk Behavior Reduction,93.079
"Blood Disorder Program: Prevention, Surveillance, and Research",93.080
ASPR Science Preparedness and Response Grants,93.081
"Prevention of Disease, Disability, and Death through Immunization and Control of Respiratory and Related Diseases",93.083
"Prevention of Disease, Disability, and Death by Infectious Diseases",93.084
Research on Research Integrity,93.085
Healthy Marriage Promotion and Responsible Fatherhood Grants,93.086
Enhance Safety of Children Affected by Substance Abuse,93.087
Advancing System Improvements for Key Issues in Women's Health,93.088
Emergency System for Advance Registration of Volunteer Health Professionals,93.089
Guardianship Assistance,93.090
Affordable Care Act (ACA) Personal Responsibility Education Program,93.092
"Strengthening the Nation's Public Health System through a National Voluntary Accreditation Program for State, Tribal, Local and Territorial Health Departments",93.097
Collaboration With the World Health Organization and its Regional Offices for Global Health Security and the International Health Regulations (IHR 2005),93.099
Food and Drug Administration Research,93.103
Comprehensive Community Mental Health Services for Children with Serious Emotional Disturbances (SED),93.104
Area Health Education Centers,93.107
NIMHD Research – Other Research (OR),93.10R
Special Projects of Regional and National Significance,93.110
Environmental Health,93.113
Project Grants and Cooperative Agreements for Tuberculosis Control Programs,93.116
Preventive Medicine Residency,93.117
Acquired Immunodeficiency Syndrome (AIDS) Activity,93.118
Oral Diseases and Disorders Research,93.121
Health Professions Pre-graduate Scholarship Program for Indians,93.123
Nurse Anesthetist Traineeship,93.124
Emergency Medical Services for Children,93.127
"State and Regional Primary Care Associations (PCAs), National Technical Assistance Programs (NTAPs), and Health Centered Controlled Networks  (HCCNs)",93.129
Cooperative Agreements to States/Territories for the Coordination and Development of Primary Care Offices,93.130
Grants to Increase Organ Donation,93.134
Centers for Research and Demonstration for Health Promotion and Disease Prevention,93.135
Injury Prevention and Control Research and State and Community Based Programs,93.136
Community Programs to Improve Minority Health,93.137
Protection and Advocacy for Individuals with Mental Illness,93.138
Intramural Research Training Award,93.140
NIEHS Hazardous Waste Worker Health and Safety Training,93.142
NIEHS Superfund Hazardous Substances_Basic Research and Education,93.143
HIV-Related Training and Technical Assistance,93.145
Projects for Assistance in Transition from Homelessness (PATH),93.150
"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",93.153
Rural Health Research Centers,93.155
Centers of Excellence,93.157
Health Program for Toxic Substances and Disease Registry,93.161
National Health Service Corps Loan Repayment,93.162
Indian Health Service Educational Loan Repayment,93.164
Grants to States for Loan Repayment,93.165
Human Genome Research,93.172
Research Related to Deafness and Communication Disorders,93.173
Nursing Workforce Diversity,93.178
Disabilities Prevention,93.184
"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",93.185
National Research Service Award in Primary Care Medicine,93.186
Undergraduate Scholarship Program for Individuals from Disadvantaged Backgrounds,93.187
Graduate Psychology Education,93.191
Urban Indian Health Services,93.193
"Childhood Lead Poisoning Prevention Projects, State and Local Childhood Lead Poisoning Prevention and Surveillance of Blood Lead Levels in Children",93.197
Common Fund,93.1CF
NIMHD Research – Congressional Mandates,93.1CM
Gabriella Miller Kids First Pediatric Research,93.1KF
NIMHD Research – Research Centers (RC,93.1RC
NIMHD Research - Research Projects (RP),93.1RP
NIMHD Research – SBIR/STTR (SB),93.1SB
"NIMHD Research – Training, Institutional (TI)",93.1T1
"NIMHD Research – Training, Individual (TR)",93.1TR
Tribal Self-Governance Program: IHS Compacts/Funding Agreements,93.210
Research and Training in Complementary and Integrative Health,93.213
Family Planning Services,93.217
National Institutes of Health Intramural Loan Repayment Program,93.220
Development and Coordination of Rural Health Services,93.223
Health Center Program,93.224
National Research Service Awards Health Services Research Training,93.225
"Research on Healthcare Costs, Quality and Outcomes",93.226
"Indian Health Service, Health Management Development Program",93.228
Epidemiology Program,93.231
National Center on Sleep Disorders Research,93.233
Traumatic Brain Injury State Demonstration Grant Program,93.234
Title V State Sexual Risk Avoidance Education (Title V State SRAE) Program,93.235
Grants to States to Support Oral Health Workforce Activities,93.236
Special Diabetes Program for Indians Diabetes Prevention and Treatment  Projects,93.237
Policy Research and Evaluation Grants,93.239
State Capacity Building,93.240
State Rural Hospital Flexibility Program,93.241
Mental Health Research Grants,93.242
Substance Abuse and Mental Health Services Projects of Regional and National Significance,93.243
Advanced Nursing Education Workforce Grant Program,93.247
Mental Health Research - Research Centers,93.24C
"Mental Health Research - Training, Institutional",93.24N
Mental Health Research - Research Projects,93.24R
Mental Health Research - SBIR/STTR,93.24S
"Mental Health Research - Training, Individual",93.24T
Mental Health Research - Other Research,93.24X
Geriatric Academic Career Awards Department of Health and Human Services,93.250
Early Hearing Detection and Intervention,93.251
Poison Center Support and Enhancement Grant,93.253
Children's Hospitals Graduate Medical Education Payment Program,93.255
"Grants for Education, Prevention, and Early Detection of Radiogenic Cancers and Diseases",93.257
Family Planning Personnel Training,93.260
Occupational Safety and Health Program,93.262
Nurse Faculty Loan Program (NFLP),93.264
"Health Systems Strengthening and HIV/AIDS Prevention, Care and Treatment under the President's Emergency Plan for AIDS Relief",93.266
Immunization Cooperative Agreements,93.268
Complex Humanitarian Emergency and War-Related Injury Public Health Activities,93.269
Viral Hepatitis Prevention and Control,93.270
Alcohol Research Programs,93.273
Drug-Free Communities Support Program Grants,93.276
Drug Use and Addiction Research Programs,93.279
National Institutes of Health Extramural Loan Repayment Program,93.280
Centers for Disease Control and Prevention Investigations and Technical Assistance,93.283
Injury Prevention Program for American Indians and Alaskan Natives Cooperative Agreements,93.284
Discovery and Applied Research for Technological Innovations to Improve Human Health,93.286
National Health Service Corps Scholarship Program,93.288
Surplus Property Utilization,93.291
Teenage Pregnancy Prevention Program,93.297
National Center for Health Workforce Analysis,93.300
Small Rural Hospital Improvement Grant Program,93.301
Nurse Corps Scholarship,93.303
Racial and Ethnic Approaches to Community Health,93.304
Minority Health and Health Disparities Research,93.307
Research Infrastructure Programs - Other Research,93.30R
Trans-NIH Research Support,93.310
NIH Office of Research on Women's Health,93.313
Early Hearing Detection and Intervention Information System (EHDI-IS) Surveillance Program,93.314
"Rare Disorders: Research, Surveillance, Health Promotion, and Education",93.315
"Public Health Preparedness and Response Science, Research, and Practice",93.316
Emerging Infections Programs,93.317
"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",93.318
Outreach Programs to Reduce the Prevalence of Obesity in High Risk Rural Areas,93.319
"Maternal, Infant, and Early Childhood Home Visiting Research and Evaluation Grants",93.320
Dietary Supplement Research Program,93.321
CDC Partnership: Strengthening Public Health Laboratories,93.322
Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),93.323
State Health Insurance Assistance Program,93.324
Paralysis Resource Center,93.325
"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",93.326
Demonstration Grants for Domestic Victims of Human Trafficking,93.327
Cooperative Agreement to Support Navigators in Federally-facilitated Exchanges,93.332
"The Healthy Brain Initiative: Technical Assistance to Implement Public Health Actions related to Cognitive Health, Cognitive Impairment, and Caregiving at the State and Local Levels",93.334
Behavioral Risk Factor Surveillance System,93.336
"Native American Community Research, Demonstration, and Pilot Projects",93.340
"Analyses, Research and Studies to Address the Impact of CMS’ Programs on American Indian/Alaska Native (AI/AN) Beneficiaries and the Health Care System Serving these Beneficiaries",93.341
"Health Professions Student Loans, Including Primary Care Loans and Loans for Disadvantaged Students",93.342
Public Health Service Evaluation Funds,93.343
"Research, Monitoring and Outcomes Definitions for Vaccine Safety",93.344
Leading Edge Acceleration Projects (LEAP) in Health Information Technology,93.345
Enhancing the Logical Observation Identifiers Names and Codes (LOINC®) Standard to meet U.S. Interoperability Needs,93.346
Technical Assistance to Increase Tobacco Cessation,93.348
Packaging and Spreading Proven Pediatric Weight Management Interventions for Use by Low-Income Families,93.349
National Center for Advancing Translational Sciences,93.350
Research Infrastructure Programs,93.351
Construction Support,93.352
21st Century Cures Act - Beau Biden Cancer Moonshot,93.353
Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,93.354
Public Health Informatics & Technology Workforce Development Program  (The PHIT Workforce Development Program),93.355
Head Start Disaster Recovery,93.356
"Nurse Education, Practice Quality and Retention Grants",93.359
"Biomedical Advanced Research and Development Authority (BARDA), Biodefense Medical Countermeasure Development",93.360
Nursing Research,93.361
Nursing Student Loans,93.364
Sickle Cell Treatment Demonstration Program,93.365
State Actions to Improve Oral Health Outcomes and Partner Actions to Improve Oral Health Outcomes,93.366
Flexible Funding Model - Infrastructure Development and Maintenance for State Manufactured Food Regulatory Programs,93.367
21st Century Cures Act - Precision Medicine Initiative,93.368
ACL Independent Living State Grants,93.369
21st Century Cures Act: Regenerative Medicine Initiative,93.370
21st Century Cures Act -	Brain Research through Advancing Innovative Neurotechnologies,93.372
Title: Multiple Approaches to Support Young Breast Cancer Survivors and Metastatic Breast Cancer Patients,93.376
"Prevention and Control of Chronic Disease and Associated Risk Factors in the U.S. Affiliated Pacific Islands, U.S. Virgin Islands, and P. R.",93.377
Integrated Care for Kids Model,93.378
Indian Health Service Community Health Aide Program,93.382
Public Health Nursing,93.383
ADVANCED RESEARCH PROJECTS AGENCY for HEALTH (ARPA-H),93.384
Medical Reserve Corps Small Grant Program,93.386
National and State Tobacco Control Program,93.387
"Biomedical Advanced Research and Development Authority (BARDA), Biodefense Medical Countermeasure Development",93.388
"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",93.391
Cancer Cause and Prevention Research,93.393
Cancer Detection and Diagnosis Research,93.394
Cancer Treatment Research,93.395
Cancer Biology Research,93.396
Cancer Centers Support Grants,93.397
Cancer Research Manpower,93.398
Cancer Control,93.399
Research Infrastructure Programs - Research Centers,93.3RC
Research Infrastructure Programs - Research Projects,93.3RP
Research Infrastructure Programs - SBIR/STTR,93.3SB
"Research Infrastructure Programs - Training, Institutional",93.3T1
"Research Infrastructure Programs - Training, Individual",93.3TR
Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation’s Health,93.421
National Partnerships to promote cancer surveillance standards and support data quality and operations of National Program of Cancer Registries,93.422
1332 State Innovation Waivers,93.423
The National Cardiovascular Health Program,93.426
Provision of  Technical Assistance and Training Activities to Assure Comprehensive Cancer Control Outcomes.,93.427
Strengthening Emergency Care Delivery in the United States Healthcare System through Health Information and Promotion,93.428
ASPR Science Preparedness and Response Grants,93.429
Networking2Save”:  CDC’s National Network Approach to Preventing and Controlling Tobacco-related Cancers in Special Populations,93.431
ACL Centers for Independent Living,93.432
"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",93.433
Every Student Succeeds Act/Preschool Development Grants,93.434
WELL-INTEGRATED SCREENING AND EVALUATION FOR WOMEN ACROSS THE NATION (WISEWOMAN),93.436
Emergency System for Advance Registration of Volunteer Health Professionals,93.438
State Physical Activity and Nutrition (SPAN,93.439
Indian Self-Determination,93.441
Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement,93.444
Indian Health Service Sanitation Facilities Construction Program,93.445
Partner Actions to Improve Oral Health Outcomes,93.446
Ebola Healthcare Preparedness and Response for Select Cities with Enhanced Airport Entrance Screenings from Affected Countries in West Africa,93.450
Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,93.454
National Ebola Training and Education Center (NETEC),93.455
CDC Undergraduate Public Health Scholars Program (CUPS): A Public Health Experience to Expose Undergraduates Interested in Minority Health to Public Health and the Public Health Professions,93.456
Planning Grant for Healthcare and Public Health Sector Cybersecurity Information Sharing,93.457
Enhance the Ability of Emergency Medical Services (EMS) to transport patients with highly infectious diseases (HID),93.458
National Bioterrorism Hospital Preparedness Program,93.459
Make America Healthy Again: Enhancing Lifestyle and Evaluating Value-based Approaches Through Evidence (“MAHA ELEVATE”),93.460
21st Century Cures Act - Precision Medicine Initiative,93.463
ACL Assistive Technology,93.464
Tobacco Prevention and Control Legal Technical Assistance,93.465
Telehealth Centers of Excellence,93.467
Telehealth Direct Clinical Services,93.468
Assistive Technology Alternative Financing Program,93.469
Alzheimer’s Disease Program Initiative (ADPI),93.470
Title IV-E Kinship Navigator Program,93.471
Title IV-E Prevention Program,93.472
Complementary and Integrative Health - Research Projects,93.473
Complementary and Integrative Health - Other Research,93.474
Complementary and Integrative Health - Research Centers,93.476
Telehealth Research,93.477
Good Health and Wellness in Indian Country,93.479
Complementary and Integrative Health - SBIR/STTR,93.480
Telehealth Technical Assistance,93.481
Telehealth Training and Workforce Development,93.482
"Complementary and Integrative Health - Training, Individual",93.483
AIDS Education and Training Centers (AETC) Program,93.484
"Complementary and Integrative Health - Training, Institutional",93.485
Food Safety and Nutrition,93.486
National Harm Reduction Technical Assistance and Syringe Services Program (SSP) Monitoring and Evaluation Funding Opportunity,93.488
Child Care Disaster Relief,93.489
Center for Substance Abuse Treatment Projects of Regional and National Significance,93.490
Community Integrated Service Systems (CISS),93.491
Center for Substance Abuse Prevention Projects of Regional and National Significance,93.492
Congressional Directives,93.493
"Global Tuberculosis:Developing,Evaluating,Implementing Evidence-based and Innovative Approaches to Find, Cure, and Prevent Tuberculosis Globally",93.494
Community Health Workers for Public Health Response and Resilient,93.495
Family Violence Prevention and Services/Culturally Specific Domestic Violence and Sexual Violence Services,93.496
Family Violence Prevention and Services/ Sexual Assault/Rape Crisis Services and Supports,93.497
Family to Family Health Information Centers,93.504
Public Health Training Centers Program,93.516
Grants for Capital Development in Health Centers,93.526
Grants for New and Expanded Services under the Health Center Program,93.527
Teaching Health Center Graduate Medical Education Payment,93.530
Center for Mental Health Services Projects of Regional and National Significance,93.532
Affordable Care Act Program for Early Detection of Certain Medical Conditions Related to Environmental Health Hazards,93.534
Vision Research - Research Projects,93.543
Transitional Living for Homeless Youth,93.550
MaryLee Allen Promoting Safe and Stable Families Program,93.556
"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",93.557
Temporary Assistance for Needy Families,93.558
Payments to Territories – Adults,93.560
Child Support Services,93.563
Child Support Services Research,93.564
Refugee and Entrant Assistance State/Replacement Designee Administered Programs,93.566
Refugee and Entrant Assistance Voluntary Agency Programs,93.567
Low-Income Home Energy Assistance,93.568
Community Services Block Grant,93.569
Community Services Block Grant Discretionary Awards,93.570
Child Care and Development Block Grant,93.575
Refugee and Entrant Assistance Discretionary Grants,93.576
U.S. Repatriation,93.579
Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality,93.581
Refugee and Entrant Assistance Wilson/Fish Program,93.583
State Court Improvement Program,93.586
Promote the Survival and Continuing Vitality of Native American Languages,93.587
Community-Based Child Abuse Prevention Grants,93.590
Family Violence Prevention and Services/State Domestic Violence Coalitions,93.591
Family Violence Prevention and Services/Discretionary,93.592
Tribal Work Grants,93.594
"Welfare Reform Research, Evaluations and National Studies",93.595
Child Care Mandatory and Matching Funds of the Child Care and Development Fund,93.596
Grants to States for Access and Visitation Programs,93.597
Services to Victims of a Severe Form of Trafficking,93.598
Chafee Education and Training Vouchers Program (ETV),93.599
Head Start,93.600
Adoption and Legal Guardianship Incentive Payments Program,93.603
