,ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
216460,369250,947176,1,255412,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"With the exception of expenditures related to the Provider Relief Fund (PRF), expenditures on the Schedule are reported on the accrual basis of accounting and are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. The PRF is not subject to cost principles requirements contained in the Uniform Guidance. Expenditures reported on the Schedule for PRF are based on the PRF period of availability, terms and conditions of the PRF program, and amounts reported in the PRF portal for the reporting period 1, and reporting period 2.",,
216467,369251,947176,1,255412,2021,2,2,1,10% De Minimis Cost Rate,"The Hospital has elected to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance for the Provider Relief Funds, Federal Assistance Listing number 93.498.",,
216468,369252,947176,1,255412,2021,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (Schedule) includes the federal award activity of Plains Hospital Corporation d/b/a Clark Fork Valley Hospital (the Hospital). The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (the Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Hospital, it is not intended to and does not present the financial position, changes in net assets, or cash flows of the Hospital.",,
216469,369253,947176,1,255412,2021,5,3,0,Interest Earned on Provider Relief Funds,"PRF reported on the Schedule included $7,585 of interest earned on PRF proceeds and used for allowable purposes.",,
216470,369254,947176,1,255412,2021,6,3,0,Donated Personal Protective Equipment (Unaudited),"The Hospital received donated personal protective equipment (PPE) from various federal agencies during the COVID-19 pandemic. In accordance with guidance provided by the 2021 Compliance Supplement, these amounts were not included as expenditures on the schedule of expenditures of federal awards. The fair market value of the donated PPE was approximately $2,750 and was received from the State of Montana, Simms, and Applied Materials.",,
216471,369255,947176,1,255412,2021,4,3,0,Subrecipients,The Hospital passed no federal awards through to subrecipients.,,
216940,223705,895894,1,129921,2021,4,3,0,Nonmonetary Assistance,"Nonmonetary assistance is reported in the schedule at fair market value of the commodities received and disbursed at June 30, 2021 the District had food commodities totaling $16,683.",,
216941,223706,895894,1,129921,2021,3,3,0,Passed Through Awards,No amounts were passed through to subrecipients.,,
216946,223707,895894,1,129921,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Hoonah City School District under programs of the federal government for the year ended June 30, 2021.   The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).   Because the Schedule presents only a selected portion of the operations of Hoonah City School District, it is not intended to and does not present the basic financial statements of Hoonah City School District. Expenditures reported on the Schedule are reported on the modified accrual basis of accounting.   Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.   Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years.   Hoonah City School District has elected not to use the 10% de minimis indirect cost rate allowed under the Uniform guidance.",,
216947,223708,895894,1,129921,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
217055,230768,899759,1,90610,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
217056,230769,899759,1,90610,2021,3,3,0,LOAN PROGRAMS,"On May 28, 2014, the Organization refinanced the previous mortgage note payable. The note bearsinterest at a rate of 3.94% per annum and requires monthly principal and interest payments of $22,759until its maturity date of February 1, 2044. This note is insured by the U.S. Department of Housing andUrban Development (HUD), and secured by a first mortgage on the Organizations real estate. Theterms of the note require maintenance of various covenants and compliance with certain FederalHousing Administration and HUD requirements under CFDA 14.138. The balance on the note at June30, 2021 was $3,816,550.",,
217057,230770,899759,1,90610,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Suchexpenditures are recognized following the cost principles contained in the Uniform Guidance,wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
217828,271461,915053,1,134199,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards includes the Federal grant activity of the District and is presented on the modified accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the financial statements. ",,
217829,271462,915053,1,134199,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
218289,289076,920637,1,108243,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal awards activity of the Council under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a select portion of the operations of the Council, it is not intended to, and does not present, the financial position, changes in net assets, or cash flows of the Council. The Schedule has been prepared on the accrual basis of accounting, which is the method ofaccounting used for the financial statements. Such expenditures are recognized followingUniform Guidance, wherein certain types of expenditures are not allowed or are limited as toreimbursement.",,
218290,289077,920637,1,108243,2021,2,2,2,10% De Minimis Cost Rate,The Council has elected not to use the 10-percent de minimis indirect cost rate allowed under Uniform Guidance.,,
218511,305625,927006,1,94987,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
218512,305626,927006,1,94987,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Basis of AccountingThe information in the Schedule is presented in accordance with Uniform Guidance.  The Schedule is prepared using the same accounting policies and basis of accounting as the basic financial statements.CFDA NumbersUniform Guidance requires the Schedule to show the total expenditures for each of the entitys federal financial assistance programs as identified in the Catalog of Federal Domestic Assistance (CFDA).  The CFDA is a government-wide compendium of individual federal programs.  Each program included in the CFDA is assigned a five digit program identification number (CFDA number).Major ProgramsUniform Guidance establishes a risk-based approach to determining which federal programs are major programs.  The federal awards tested as a major program was with the CFDA number of 93.600.Matching CostsThe Schedule does not include matching expenditures.,,
218933,333844,935586,1,130229,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
218934,333845,935586,1,130229,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE 1BASIS OF PRESENTATIONThe accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of the City of Flagstaff, Arizona under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of 2 CFR Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the City, it is not intended to and does not present the financial position, changes in net position, or cash flows of the City of Flagstaff, Arizona.NOTE 2SUMMARY OF SIGNIFICANT ACCOUNTING POLICIESExpenditures reported on the Schedule are reported on the modified accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance for all awards with the exception of Assistance Listing 21.019, which follows criteria determined by the Department of Treasury for allowability of costs. Under these principles, certain types of expenditures are not allowable or are limited as to reimbursement. Negative amounts shown on the Schedule represents adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years.",,
221107,274947,908986,1,169796,2021,4,3,0,Subrecipient Funding,There were no funds passed through to subrecipients from any of the federal programs.,,
221108,274948,908986,1,169796,2021,3,3,0,Food Commodities,"Nonmonetary assistance is reported in the Schedule at the fair market value of the commodities received and disbursed. At June 30, 2021, the District had $4,926 of food commodity inventory.",,
221109,274949,908986,1,169796,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years.",,
221110,274950,908986,1,169796,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
221256,270436,914696,1,181114,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.  ",,
221257,270437,914696,1,181114,2021,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR THE ELDERLY (14.157) - Balances outstanding at the end of the audit period were 1392250. ,,
221258,270438,914696,1,181114,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
221259,270439,914696,1,181114,2021,4,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the ""Schedule"") includes the federal award activity of Brocton Housing Development Fund Company, Inc. under programs of the federal government for the year ended September 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Brocton Housing Development Fund Company, Inc., it is not intended to and does not present the financial position, changes in net assets, or cash flows of Brocton Housing Development Fund Company, Inc.",,
221417,288109,920391,1,160624,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards (the schedule) presentsthe activity of Federal Award Programs administered by the CarmelCentral School District (the District) and using the modified accrual basis of accounting.The information presented in the Schedule is presented in accordance with therequirements of Title 2 U.S. Code of Federal Regulations Part 200, UniformAdministrative Requirements, Cost Principles, and Audit Requirements for FederalAwards (Uniform Guidance). Therefore, some amounts presented in thisSchedule may differ from amounts presented in, or used in the preparation of,the District financial statements. Federal Awards that are included in the Schedulemay be received directly from federal agencies, as well as federal awards that arepassed through from other government agencies.  Indirect costs may be included in the reported expenditures, to the extent thatthey are included in the federal financial reports used as the source for the datapresented. When the District has federal awards programs that are charged withindirect costs, they are based upon a rate established by New York State andthey have elected not to use the 10% de-minimis indirect cost rate allowed underthe Uniform Guidance.The amounts reported as federal expenditures were obtained from the federalfinancial reports for the applicable program and periods. The amountsreported in these reports are prepared from records maintained for eachprogram, which are reconciled with the District's financial reporting system.",,
221418,288110,920391,1,160624,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
221419,288111,920391,1,160624,2021,3,3,0,Non-Cash Assistance (Food Distribution),Nonmonetary assistance is reported in the schedule at the fair market valueof the commodities received and disbursed.,,
221986,300712,924685,1,172532,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of the City, and is presented on an accrual basis of accounting.  The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations, Part 200 Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Therefore, some amounts presented in this schedule may differ from amounts presented in or used in the preparation of the basic financial statements. ",,
221987,300713,924685,1,172532,2021,2,2,2,10% De Minimis Cost Rate,"The auditee did not use the de minimis cost rate.  The City has negotiated an indirect cost rate with grantors and has elected not to draw the 10% de minimus indirect cost rate allowed in the Uniform Guidance, Section 414.",,
223016,367807,940934,1,164685,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Federal Awards Expenditures (the Schedule) includes the federal award activity of Newton Falls Exempted Village School District (the District) under programs of the federal government for the year ended June 30, 2021.  The information on this Schedule is prepared in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of the District, it is not intended to and does not present the financial position and changes in net position of the District.  Expenditures reported on the Schedule are reported on the cash basis of accounting.   Such expenditures are recognized following the cost principles contained in Uniform Guidance wherein certain types of expenditures may or may not be allowable or may be limited as to reimbursement.  The District has elected not to use the 10-percent de minimis indirect cost rate as allowed under the Uniform Guidance.",,
223017,367808,940934,1,164685,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
223018,367809,940934,1,164685,2021,4,3,0,Food Donation Program,The District reports commodities consumed on the Schedule at the entitlement value.  The District allocated donated food commodities to the respective programs that benefitted from the use of those donated food commodities. ,,
223019,367810,940934,1,164685,2021,3,3,0,Child Nutrition Cluster,"The District commingles cash receipts from the U.S. Department of Agriculture with similar State grants.  When reporting expenditures on this Schedule, the District assumes it expends federal monies first. ",,
223951,259158,910768,1,197194,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of the VanIndependent School District and is presented on the modified accrual basis of accounting. Expenditures arerecognized in the accounting period in which a fund liability occurs. Funds are considered earned to theextent of expenditures made.The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code ofFederal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and AuditRequirements for Federal Awards. Therefore, some amounts presented in this schedule may differ fromamounts presented in, or used in the preparation of, the basic financial statements.",,
223952,259159,910768,1,197194,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
224628,292775,922400,1,204636,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"_BASIS OF PRESENTATION_The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal grant activity of Gardena Valley Japanese Cultural Institute Housing Project dba JCI Gardena, HUD Project No. CA16T801027,  under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of the Project, it is not intended and does not present the financial position, changes in net assets, or cash flows of the Project._SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES_ Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as reimbursements. ",,
224629,292776,922400,1,204636,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
226492,220493,890817,1,222778,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of Harmony Village Senior Non-Profit Housing Corporation d/b/a The Village of Harmony Manor and is presented on the same basis of accounting as the financial statements. The information in this schedule is presented in accordance with the requirements of Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (the ""Uniform Guidance""). Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the financial statements.",,
226493,220494,890817,1,222778,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
226557,235979,901521,1,239946,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
226558,235980,901521,1,239946,2021,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR THE ELDERLY (14.157) - Balances outstanding at the end of the audit period were 1661000. ,,
226559,235981,901521,1,239946,2021,4,3,0,BASIS OF PRESENTATION,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Ken-Crest Housing PA 2007, Inc. under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Ken-Crest Housing PA 2007, Inc., it is not intended to and does not present the financial position, changes in net assets, or cash flows of Ken-Crest Housing PA 2007, Inc.",,
226566,235982,901521,1,239946,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Ken-Crest Housing PA 2007, Inc. has not elected to use the 10 percent de minimis indirect cost rate as allowed under the Uniform Guidance.",,
226730,230817,899008,1,216080,2021,3,3,0,Note 3 - Grant Auditor Report,"Management has utilized the Cash Management System (CMS) Grant Auditor Report in preparing the schedule of expenditures of federal awards. Unreconciled differences, if any, have been disclosed to the auditor.",,
226731,230818,899008,1,216080,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal grant activity of Dr. Joseph F. Pollack Academic Center of Excellence (the Academy) under programs of the federal government for the year ended June 30, 2021. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (the Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Academy, it is not intended to and does not present the financial position, changes in net position, or cash flows of the Academy.Expenditures reported in the Schedule are reported on the same basis of accounting as the basic financial statement. Such expenditures, except for those related to CFDA 21.019, Coronavirus Relief Fund (CRF), are recognized following the cost principles contained in Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards, wherein certain types of expenditures are not allowable or are limited as to reimbursement. CRF does not apply the cost principles contained in Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards, but rather applies the U.S. Department of Treasury's guidance and frequently asked questions, as codified in the Federal Register.The pass through entity identifying numbers are presented where available.The Academy has not elected to use the 10 percent de minimis indirect cost rate to recover indirect costs as allowed under the Uniform Guidance.",,
226732,230819,899008,1,216080,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
228396,335956,937159,1,221323,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
228397,335957,937159,1,221323,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following, as applicable, either the cost principles in Office of Management and Budget (OMB) Circular A-122, Cost Principles for Non-Profit Organizations, or the cost principles contained in Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards, wherein certain types of expenditures are not allowable or are limited as to reimbursement. ",,
228398,335958,937159,1,221323,2021,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal grant activity of NCDMM under programs of the federal government for the year ended September 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of NCDMM, it is not intended to and does not present the financial position, changes in net assets or cash flows of NCDMM.",,
228725,341304,937747,1,231040,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
228726,341305,937747,1,231040,2021,3,3,0,There is NO Loan Balance.,"There is NO Loan Balance For Melrose  Villa Hermosa Home Development Fund Company, Inc For the Year ended December 31, 2021.",,
228727,341306,937747,1,231040,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) presents the federal award activity of Melrose Villa Hermosa Home Development Fund Company Inc. under programs of the federal government as of and for the year ended December 31, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Organization, it is not intended to and does not present the financial position, changes in net assets or cash flows of the Organization. Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursements.",,
229306,371093,946899,1,217700,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of Alpha Tower and is presented on the accrued basis of accounting.  The information on this Schedule is prepared in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of Alpha Tower, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Alpha Tower.Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principals contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
229307,371094,946899,1,217700,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
230174,291380,915672,1,252475,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The Schedule is presented on the accrual basis of accounting. Expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
230175,291381,915672,1,252475,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
230364,302648,926254,1,248284,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE 1:  BASIS OF PRESENTATIONThe accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal grant activity of the Bay Minette Rotary Village, Inc., under programs of the federal government for the year ended December 31, 2021.  The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the schedule presents only a selected portion of the operations of the Organization, it is not intended to and does not present the financial position, changes in net assets or cash flows of the Organization.NOTE 2:  SUMMARY OF SIGNIFICANT ACCOUNTING POLICIESExpenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance wherein certain types of expenditures are not allowable or are limited as to reimbursement.  The Organization has elected not to use the 10-percent de minimis indirect cost rate as allowed under the Uniform Guidance.",,
230365,302649,926254,1,248284,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
230366,302650,926254,1,248284,2021,3,3,0,Loan/loan guarantee outstanding balances,SECTION 8 NEW CONSTRUCTION AND SUBSTANTIAL REHABILITATION (14.182) - Balances outstanding at the end of the audit period were 2369000. ,,
230431,306513,926241,1,243881,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis ofaccounting. Such expenditures are recognized following the cost principlescontained in the Uniform Guidance, wherein certain types of expenditures are notallowable or are limited as to reimbursement.",,
230432,306514,926241,1,243881,2021,5,3,0,Basis of presentation,"The accompanying Schedule of Expenditures of Federal Awards (the Schedule)includes the federal grant activity of Shelter House, Inc. and Subsidiary underprograms of the federal government for the year ended June 30, 2021. Theinformation in this Schedule is presented in accordance with the requirements ofTitle 2 U.S. Code of Federal Regulations Part 200, Uniform AdministrativeRequirements, Cost Principles, and Audit Requirements for Federal Awards(Uniform Guidance). Because the Schedule presents only a selected portion of theoperations of Shelter House, Inc. and Subsidiary, it is not intended to and does notpresent the consolidated financial position, changes in net assets, functionalexpenses or cash flows of Shelter House, Inc. and Subsidiary.",,
230433,306515,926241,1,243881,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
230434,306516,926241,1,243881,2021,3,3,0,Commingled funding,"Shelter House, Inc. and Subsidiary receives grant awards which contain bothfederal and nonfederal funding sources. In cases where the commingled fundingcannot be separately identified between federal and nonfederal sources, the entireaward amount is presented on the Schedule.",,
230435,306517,926241,1,243881,2021,4,3,0,Reconciliation of Schedule of Expenditures of Federal Awards to Revenue,"The following is a reconciliation of the Schedule of Expenditures of FederalAwards to the total government agency revenue per the Consolidated Statementsof Activities and Changes in Net Assets: Schedule of Expenditures of Federal Awards $ 4,213,610State and County contracts and grants 8,852,278Less outstanding loan (203,000)Total government agencies $ 12,862,888",,
230900,331098,935135,1,247131,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE A  BASIS OF PRESENTATIONThe accompanying schedule of expenditures of federal awards (SEFA) includes the federal grant activity of Hope South Florida, Inc. under programs of the federal government for the year ended December 31, 2021.  The information in this SEFA is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the SEFA presents only a selected portion of the operations of Hope South Florida, Inc., it is not intended to and does not present the financial position, changes in net assets, or cash flows of Hope South Florida, Inc.NOTE B  SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES(1)Expenditures reported on the SEFA are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance wherein certain types of expenditures are not allowed or are limited as to reimbursement.(2)Pass-through entity identifying numbers are presented where available.",,
230901,331099,935135,1,247131,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
231188,338981,935630,1,253822,2021,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
231189,338982,935630,1,253822,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Basis of PresentationThe accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal award activity of Catholic Health Services Inc. and Affiliated Entities (the Obligated Group) under the U.S. Department of Health and Human Services (HHS) Provider Relief Fund and American Rescue Plan Rural Distribution Program (the PRF Program) for the year ended September 30, 2021. The information in this Schedule is presented in accordance with the provisions of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Obligated Group, it is not intended to and does not present the financial position, changes in net assets, or cash flows of the Obligated Group. Basis of AccountingExpenditures reported on the Schedule are reported on the accrual basis of accounting, which is the basis of accounting in accordance with accounting principles generally accepted in the United States of America. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain type of expenditures are not allowable or are limited as to reimbursement. ",,
231331,344276,938651,1,254027,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
231332,344277,938651,1,254027,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule of Expenditures of Federal Awards are reported on the modified accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years. ",,
231815,354071,942573,1,254436,2021,2,2,2,10% De Minimis Cost Rate,CLM has elected not to use the 10% de minimis indirect cost rate allowed under the Uniform Guidance.,,
231816,354072,942573,1,254436,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Basis of presentationThe accompanying schedule of expenditures of federal awards (the schedule) includes the federal award activity of Columbia Lutheran Ministries (CLM), under programs of the federal government for the year ended December 31, 2021. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the schedule presents only a selected portion of the operations of CLM, it is not intended to and does not present the financial position, changes in net assets, or cash flows of CLM.Summary of significant accounting policiesExpenditures reported on the schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. No federal award has been provided to a subrecipient. ",,
231817,354073,942573,1,254436,2021,4,3,0,Personal Protective Equipment (unaudited),CLM has determined the amount of the donated Personal Protective Equipment (PPE) received during 2021 was immaterial to the financial statements. The donated PPE is not included in the schedule and is not required to be audited.,,
