"Assistance Listings Number","Title","Types of Assistance","Department/Ind. Agency","Sub-Tier","Related Federal Assistance","Last Date Modified","Date Published","Funded","POC Information"
"10.685","Community Wood Energy Program","B - Project Grants (Discretionary)","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Aug 4, 2016","Aug 29, 2015","false","Julie Tucker
1400 Independence Ave SW, Washington DC 20250
202-253-6483
"
"17.802","Veterans' Employment Program","B - Project Grants (Discretionary)","LABOR, DEPARTMENT OF","Veteran's Employment and Training Service","17.207","Aug 4, 2016","Aug 14, 2015","false","Emmanuel M. Ekwo
200 Constitution Avenue, NW, Washington DC 20210
202-693-4733
"
"93.736","Prevention Public Health Fund: Viral Hepatitis Prevention","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Jul 26, 2016","Jun 7, 2015","false","Elizabeth Wolfe
1600 Clifton Road, NE, Mailstop E-07, Atlanta GA 30333
(404) 639-8531
"
"93.056","Initiative to Educate State and Territorial Officials about Maintaining and Strengthening Public Health in a Changing Environment","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Jul 26, 2016","Jun 7, 2015","false","Andrea W. Wooddall
4770 Buford Hwy, MS E70
, Atlanta GA 30341
4044986792
"
"93.055","PPHF - Applied Leadership for Community Health Improvement","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Jul 26, 2016","May 28, 2015","false","Duiona Baker
1825 Century Boulevard, Atlanta GA 30345
1 (404) 498-2762
"
"14.324","FHA Power Saver Home Energy Improvement Pilot Program","E - Direct Loans","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","N/A","Jul 26, 2016","Aug 16, 2015","false","Patricia A. McBarron
451 7th Street, SW
, washington DC 20410
202-402-5389
"
"14.321","FHA Technical Assistance Training – Transformation Initiative","M - Training","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","N/A","Jul 26, 2016","Aug 16, 2015","false","Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
"14.172","Mortgage Insurance_Growing Equity Mortgages","F - Guaranteed/Insured Loans","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","14.133, 14.163, 14.108, 14.159","Jul 26, 2016","Aug 3, 2014","false","Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342.
"
"14.163","Mortgage Insurance_Single Family Cooperative Housing","H - Sale, Exchange, or Donation of Property and Goods","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","14.117","Jul 26, 2016","Aug 16, 2015","false","Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
"14.159","Section 245 Graduated Payment Mortgage Program","H - Sale, Exchange, or Donation of Property and Goods","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","14.117, 14.122, 14.172","Jul 26, 2016","Aug 7, 2015","false","Wanda L. Sampedro
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
"66.952","National Network for Environmental Management Studies Fellowship Program","B - Project Grants","ENVIRONMENTAL PROTECTION AGENCY","","66.509","Jul 15, 2016","Aug 8, 2014","false","Ginger Potter,
Office of Environmental Education MC1703A), Environmental Protection Agency, 1200 Pennsylvania Avenue, NW, Washington DC 20460
(202) 564-0453.
"
"66.043","Regional Healthy Indoor Air Projects for Community Outreach and Education, Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act","B - Project Grants","ENVIRONMENTAL PROTECTION AGENCY","","66.034","Jul 15, 2016","Aug 9, 2014","false","Annette Johnson
Office of Radiation and Indoor Air, 1200 Pennsylvania Avenue, N.W., Mail Code 6609J, Washington DC 20460
(202)-343-9489
"
"20.110","Space Transportation Infrastructure Matching Grants","B - Project Grants","TRANSPORTATION, DEPARTMENT OF","","N/A","Jul 15, 2016","Jul 27, 2015","false","Douglas Graham
800 Independence Ave SW, Room 325, Washington DC 20591
(202) 267-8568
"
"93.725","ARRA - Communities Putting Prevention to Work: Chronic Disease Self-Management Program","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR COMMUNITY LIVING (ACL)","93.048, 93.724","Jul 15, 2016","Aug 8, 2015","false","Josh Hodges
Administration for Community Living
Department of Health and Human Services
One Massachusetts Ave, NW, Washington DC 20001
202-357-3463
"
"93.617","Voting Access for Individuals with Disabilities_Grants to States","A - Formula Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR COMMUNITY LIVING (ACL)","93.618","Jul 15, 2016","Aug 5, 2015","false","Melvenia Wright
Administration on Intellectual and Developmental Disabilities, Administration for Community Living, Department of Health and Human Services, One Massachusetts Avenue, N.W., Washington, DC 20201, Washington DC 20201
(202)  357-3486
"
"93.518","Affordable Care Act - Medicare Improvements for Patients and Providers","Z - Salaries and Expenses","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR COMMUNITY LIVING (ACL)","N/A","Jul 15, 2016","Aug 9, 2015","false","Katherine Glendening
One Massachsusetts Ave., Washington DC 20001
(202) 357-3589
"
"93.517","Affordable Care Act – Aging and Disability Resource Center","B - Cooperative Agreements (Discretionary Grants)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR COMMUNITY LIVING (ACL)","N/A","Jul 15, 2016","Aug 8, 2015","false","Joseph Lugo
Administration for Community Living
One Massachusetts Ave., NW, Washington DC 20001
(202) 357-3417
"
"66.463","Water Quality Cooperative Agreements","B - Project Grants","ENVIRONMENTAL PROTECTION AGENCY","","66.419, 66.454","Sep 18, 2015","Aug 9, 2014","false","Dan Malloy
Dan Malloy, Office of Wastewater Management (4201M), U.S. EPA, 1200 Pennsylvania Avenue NW., Washington DC, 20460. Telephone: (202) 564-1724; FAX: (202) 501-2399; E-mail: malloy.daniel@epa.gov.


, Washington DC 20460
(202) 564-1724
"
"84.265","Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training","B - Project Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.264, 84.160, 84.129, 84.275, 84.235, 84.126, 84.246","Sep 18, 2015","Aug 22, 2014","false","Tom Finch,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., SW, Washington DC 20202
(202) 245-7343.
"
"84.343","Assistive Technology_State Grants for Protection and Advocacy","A - Formula Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.240","Sep 18, 2015","Sep 11, 2014","false","Jessica Smith,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., S.W., Washington DC 20202
(202) 245-6493.
"
"84.224","Assistive Technology","A - Formula Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.126","Sep 18, 2015","Sep 11, 2014","false","Robert Groenendaal,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., S.W., Washington DC 20202
(202) 245-7393.
"
"84.169","Independent Living_State Grants","A - Formula Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.132, 84.177","Sep 18, 2015","Aug 22, 2014","false","Veronica Hogan,
Office of Special Education and Rehabilitation Services Administration, Department of Education, Rehabiltation Services Administration, 400 Maryland Avenue, S.W., Washington DC 20202
(202) 245-7378.
"
"84.133","National Institute on Disability and Rehabilitation Research","B - Project Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.224, 84.129, 64.007","Sep 18, 2015","Sep 11, 2014","false","Marlene Spencer
Department of Education, OSERS National Institute on Disability and Rehabilitation Research, 400 Maryland Ave., S.W., Washington DC 20202
(202) 245-7532
"
"84.416","Race to the Top - District Grants","B - Project Grants","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","84.413","Sep 18, 2015","Aug 31, 2014","false","Meredith Farace
Implementation and Support Unit
Office of the Deputy Secretary
400 Maryland Ave, SW, Washington DC 20202
2024018368
"
"84.132","Centers for Independent Living","B - Project Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.169, 84.177","Sep 18, 2015","Aug 22, 2014","false","Veronica Hogan,
Rehabilitation Services Administration, 400 Maryland Avenue, S.W., Washington DC 20202
(202) 245-7378.
"
"84.128","Rehabilitation Services_Service Projects","B - Project Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.126","Sep 18, 2015","Sep 11, 2014","false","Sonja Turner,
Department of Education, OSERS Rehabilitation Services Administration 400 Maryland Ave., S.W, Washington DC 20202
(202) 245-7557. 
"
"97.068","Competitive Training Grant","B - Cooperative Agreements","HOMELAND SECURITY, DEPARTMENT OF","","97.005, 97.007, 97.067, 97.005, 97.007","Sep 18, 2015","Sep 12, 2014","false","FEMA Grant Programs Directorate
500 C Street SW, Washington DC 20472
1-800-368-6498
"
"97.073","State Homeland Security Program (SHSP)","A - Formula Grants","HOMELAND SECURITY, DEPARTMENT OF","","97.042, 97.008, 97.053","Sep 18, 2015","Aug 29, 2014","false","Department of Homeland Security, Grant Programs Directorate
DHS/FEMA
5071 D Techworld Building
500 C Street SW
, Washington DC 20472
(1-800) 368-6498
"
"97.087","Alternative Housing Pilot Program","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","97.048, 97.049","Sep 18, 2015","Aug 30, 2014","false","U.S. Department of Homeland Security/FEMA, Grant Programs Directorate
245 Murray Lane SW

, Washington DC 20258
1-800-368-6498
"
"97.097","Training Resource and Data Exchange","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Sep 18, 2015","Aug 29, 2014","false","Diane Close, Project Officer 
16825 South Seton Avenue
, Emmitsburg MD 21727
(301) 447-1376 
"
"97.109","Disaster Housing Assistance Grant","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Sep 18, 2015","Sep 24, 2014","false","Terri Burleson
245 Murray Lane, Building 410, Washington DC 20472
(202) 212-1000
"
"97.053","Citizens-Community Resilience Innovation Challenge","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","97.042, 97.008","Sep 18, 2015","Aug 30, 2014","false","Department of Homeland Security/FEMA
500 C  St SW, Techworld Control Desk 
4th Floor, Room 427, Washington DC 20472
(202) 646-3640
"
"93.523","The Affordable Care Act: Human Immunodeficiency Virus (HIV) Prevention and Public Health Fund Activities","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Sep 18, 2015","Aug 27, 2014","false","Elizabeth Wolfe
1600 Clifton Road, NE, Mailstop E-07, Atlanta GA 30333
(404) 639-8531
"
"93.730","ARRA Prevention Research Centers Comparative Effectiveness Research Program","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Sep 18, 2015","Aug 27, 2015","false","John Avery Francis
4770 Buford Highway, Atlanta GA 30341
7704886384
"
"93.204","Surveillance of Hazardous Substance Emergency Events","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY","N/A","Sep 18, 2015","Aug 27, 2015","false","Caroline Gardner,
4770 Buford Hwy, NE, MS F61 , Atlanta GA 30341-3717
(770) 488-0572.
"
"93.975","National All Schedules Prescription Electronic Reporting Grant","A - Formula Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","N/A","Sep 4, 2015","Aug 24, 2014","false","Virginia Simmons
1 Choke Cherry Road, 7-1091, Rockville MD 20857
240-276-1422
"
"93.740","Prevention Public Health Fund: Viral Hepatitis Education","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Sep 4, 2015","Jun 7, 2015","false","Elizabeth Wolfe
Centers for Disease Control and Prevention
1600 Clifton Road, MS E-07
, Atlanta GA 30333
404-639-8531
"
"97.093","Fire Service Hazardous Materials Preparedness and Response","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Sep 4, 2015","Aug 29, 2014","false","Wayne Yoder, Project Officer 
16825 South Seton Avenue
, Emmitsburg MD 21727
(301) 447-1090 
"
"93.003","Public Health and Social Services Emergency Fund","B - Project Grants (Discretionary)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","N/A","Sep 4, 2015","Aug 30, 2014","false","Roger George
1 Choke Cherry Road, Rockville MD 20850
2402761418
"
"93.010","Community-Based Abstinence Education (CBAE)","B - Project Grants (Discretionary)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR CHILDREN AND FAMILIES","93.235","Sep 4, 2015","Nov 2, 2014","false","Debbie Powell,
2150 Maryland Ave., SW, Washington DC 20447
(202) 205-2360.
"
"93.819","National Laboratory Biosafety for Ebola and Other Highly Infectious Diseases","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Sep 4, 2015","Mar 19, 2015","false","David Delozier
2400 Century Center Blvd, Atlanta GA 30345
4044981148
"
"93.335","Reducing the Effects Attributed to Commercial Tobacco use by Tribes (REACTT)","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Sep 4, 2015","Aug 17, 2014","false","Jacqueline Avery
4770 Buford Hwy, NE MS-F79, Atlanta GA 30341
7704885241
"
"93.256","State Health Access Program","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Sep 4, 2015","Aug 21, 2014","false","Michelle Herzog
5600 Fishers Lane, Room 08W12,, Rockville MD 20857
(301) 443-0650
"
"93.440","National Project Management of the Healthcare Communities Knowledge Gateway","B - Cooperative Agreements (Discretionary Grants)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","93.134, 93.107","Sep 4, 2015","Aug 21, 2014","false","Office of Pharmacy Affairs
5600 Fishers Lane, Room 08W12, Rockville MD 20857
(301) 594-4353
"
"93.503","Affordable Care Act (ACA) Nursing Assistant and Home Health Aide Program","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Sep 4, 2015","Sep 2, 2015","false","Kirk Koyama Division of Nursing and Public Health, Bureau of Health Workforce (BHW)
Health Resources and Services Administration, Department of Health and Human Services, 5600 Fishers Lane, Room 9-89, Rockville MD 20857
(301) 443-4926
"
"93.509","Affordable Care Act (ACA) State Health Care Workforce Development Grants","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Sep 4, 2015","Aug 21, 2014","false","Virginia Sutton, Division of Policy and Shortage Designation, Academic Training Policy Branch, Health Resources and Services Administration,
5600 Fishers Lane, Room 11W21C, Rockville MD 20857
(301) 443-0078.
"
"93.512","Affordable Care Act (ACA) Personal and Home Care Aide State Training Program (PHCAST)","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Sep 4, 2015","May 8, 2015","false","Kirk Koyama, Division of Nursing and Public Health, Bureau of Health Workforce
5600 Fishers Lane, Room 9-89, Rockville MD 20857
(301) 443-4926 
"
"93.515","Affordable Care Act (ACA) Nurse-Managed Health Clinics","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Sep 4, 2015","Oct 30, 2014","false","Josepha Burnley, Division of Nursing and Public Health, Bureau of Health Workforce
5600 Fishers Lane, Room 9-61, Rockville MD 20857
(301) 443-5688
"
"93.249","Public Health Training Centers Program","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","93.516","Sep 4, 2015","May 8, 2015","false","Julia Sheen-Aaron, Chief, Behavioral and Public Health Branch, Division of Nursing and Public Health, Bureau of Health Workforce
Room 9C-26 , 5600 Fishers Lane, Rockville MD 20857
(301) 443-3875
"
"97.049","Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households","C - Direct Payments for Specified Use","HOMELAND SECURITY, DEPARTMENT OF","","97.048, 97.050","Aug 31, 2015","Aug 20, 2014","false","Department of Homeland Security, Federal Emergency Management Agency (FEMA)
500 C Street SW, Sixth Floor, Washington DC 20472-3100
(202) 212-1000
"
"15.934","Abandoned Mine Hazard Mitigation","B - Cooperative Agreements (Discretionary Grants)","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","N/A","Aug 31, 2015","Apr 12, 2013","false","Dave Steensen,
National Park Service, Geologic Resource Division, Abandoned Mine Land Program, National Resource Program Center, P.O. Box 25287, Denver CO 80225-0287
(303) 969-2014.
"
"15.936","Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection","C - Direct Payments for Specified Use","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","N/A","Aug 31, 2015","Apr 12, 2013","false","Kristen McMasters
1201 Eye Street, NW (2255) 6th Floor , Washington DC 20005
(202) 354-2037
"
"11.618","National Institute of Standards and Technology Construction Grant Program","B - Project Grants","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","N/A","Aug 26, 2015","Sep 22, 2013","false","Michael Diestel
National Institute of Standards and Technology
100 Bureau Drive, Gaithersburg MD 20899
301-975-8809
"
"84.412","Race to the Top – Early Learning Challenge","B - Project Grants","EDUCATION, DEPARTMENT OF","","93.708, 93.600, 84.173, 84.416, 84.181, 93.709, 93.575","Aug 21, 2015","Aug 16, 2014","false","Deborah Spitz
Office of Early Learning, Office of Elementary and Secondary Education, U.S. Department of Education, 400 Maryland Ave., SW, Washington DC 20202
(202) 260-3793
"
"10.861","Public Television Station Digital Transition Grant Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","RURAL UTILITIES SERVICE","N/A","Aug 13, 2015","Aug 7, 2014","false","Assistant Administrator, Telecommunications Program,
Rural Utilities Service, 1400 Independence Avenue, S.W., STOP 1590, Washington DC 20250
(202) 720-9564.
"
"10.316","Healthy Urban Food Enterprise Development Center (HUFED)","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","10.225","Aug 13, 2015","Aug 26, 2014","false","USDA, NIFA, National Program Leader, 
Institute of Food Safety and Nutrition, Division of Nutrition, 1400 Independence Avenue, SW., STOP 2225, Washington DC 20250-2225
(202) 401-2138
"
"10.781","Water and Waste Disposal Systems for Rural Communities - ARRA","B - Project Grants","AGRICULTURE, DEPARTMENT OF","RURAL UTILITIES SERVICE","11.300, 14.218","Aug 13, 2015","Aug 7, 2014","false","Assistant Administrator, Water and Environmental Programs,
Department of Agriculture, Rural Utilities Service, Water and Environmental Programs, 1400 Independence Ave., SW, Stop 1548, Washington DC 20250
(202) 690-2670.
"
"59.060","Small Business Teaming Pilot Program","B - Cooperative Agreements (Discretionary Grants)","SMALL BUSINESS ADMINISTRATION","","N/A","Aug 11, 2015","Mar 25, 2011","false","Ajoy Sinha
409 3rd. Street, S.W., Suite 8000, Washington DC 20416
202-205-1904
"
"93.443","Health Promotion/Disease Prevention Program for American Indians and Alaska Natives","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","N/A","Aug 11, 2015","Jun 27, 2014","false","Grants Policy Office
801 Thompson Avenue, Suite TMP 360, Rockville MD 20852
301-443-5204
"
"10.591","Disaster Relief Appropriations Act—Emergency Food Assistance Program (Commodities)","A - Formula Grants","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","10.568, 10.551, 10.569","Aug 6, 2015","Jul 27, 2014","false","Anne Fiala
3101 Park Center Drive, Suite 500, Alexandria VA 22302 
703-305-2662
"
"10.590","Disaster Relief Appropriations Act - Emergency Food Assistance Program (Administrative Costs)","Z - Salaries and Expenses","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","10.568, 10.551, 10.569","Aug 6, 2015","Aug 10, 2014","false","Anne Fiala
3101 Park Center Drive, Suite 500, Alexandria VA 22302 
703-305-2662
"
"19.014","One-Time International Exchange Grant Program","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 6, 2015","Jul 9, 2009","false","Lana Muck for Academic Programs / Sheila Casey for Professional Exchanges
Department of State
Bureau of Educational and Cultural Affairs
2200 C Street, NW, SA-05, Washington DC 20037
(202) 632-9330 / 632-6070
"
"10.588","Assessment of Alternatives to Face-to-Face Interviews in SNAP","Z - Salaries and Expenses","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","10.551, 10.580","Jul 30, 2015","Aug 14, 2014","false","Rosemarie Downer
3101 Park Center Drive, Alexandria VA 22302
7033052129
"
"10.583","Hunger Free Communities","Z - Salaries and Expenses","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","N/A","Jul 30, 2015","Sep 5, 2014","false","Raymond Magee
Food and Nutrition Service
Office of the Chief Communications Officer, External and Governmental Affairs
3101 Park Center Drive, Alexandria VA 22302
(703) 305-2657
"
"93.715","Recovery Act – Comparative Effectiveness Research - AHRQ","B - Project Grants (Discretionary)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","93.225, 93.226","Jul 13, 2015","Aug 15, 2014","false","Yen-Pin Chiang
540 Gaither Rd, Rockville MD 20850
301-427-1493
"
"14.260","Veterans Homelessness Prevention Demonstration Program","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Community Planning and Development","14.238, 14.235, 14.241, 14.249, 14.231, 14.231","Jun 26, 2015","Aug 13, 2014","false","Brian Fitzmaurice,
Office of Special Needs Assistance Programs, U.S. Department of Housing and Urban Development, Community Planning and Development, 451 7th Street, SW, Room 7262, Washington DC 20410
202-708-4300
"
"97.065","Homeland Security Advanced Research Projects Agency","B - Project Grants (Cooperative Agreements or Contracts)","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Jun 18, 2015","Jun 7, 2014","false","Marsha Mathis
245 Murray Lane, SW, Building 410, Mail Stop 0115, Washington DC  20528
(202) 447-5950
"
"20.764","Hydrogen Storage Research and Development","B - Project Grants","TRANSPORTATION, DEPARTMENT OF","OFFICE OF THE SECRETARY","N/A","Jun 15, 2015","Sep 30, 2014","false","Dawn Tucker-Thomas,
1200 New Jersey Avenue, S.E, Washington DC 20590
(202) 366-8018.
"
"59.057","America's Recovery Capital Loans","E - Direct Loans","SMALL BUSINESS ADMINISTRATION","","N/A","Jun 3, 2015","Jun 3, 2009","false","SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
"59.056","Secondary Market Lending Authority","E - Direct Loans","SMALL BUSINESS ADMINISTRATION","","N/A","Jun 3, 2015","Jun 3, 2009","false","SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
"59.070","Drug-Free Workplace Program","Z - Salaries and Expenses","SMALL BUSINESS ADMINISTRATION","","N/A","Jun 3, 2015","Jun 17, 2009","false","SBA Executive Secretariat
409 3rd. Street, SW , Washington DC 20416
1-800-827-5722
"
"59.051","New Markets Venture Capital Program","Z - Salaries and Expenses","SMALL BUSINESS ADMINISTRATION","","N/A","May 28, 2015","Jun 17, 2009","false","SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
"59.049","Small Disadvantaged Businesses","Z - Salaries and Expenses","SMALL BUSINESS ADMINISTRATION","","N/A","May 28, 2015","Jun 17, 2009","false","SBA Executive Secretariat
409 3rd. Street, SW , Washington DC 20416
1-800-827-5722
"
"93.720","ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative","A - Formula Grants (Apportionments)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","N/A","May 27, 2015","Aug 30, 2014","false","Angela Mason-Elbert,
7500 Security Boulevard , Baltimore MD 21207
(410) 786-8279.
"
"59.009","Procurement Assistance to Small Businesses","Z - Salaries and Expenses","SMALL BUSINESS ADMINISTRATION","","17.301, 59.006, 43.002, 36.001, 17.303, 59.006","May 27, 2015","Jun 17, 2009","false","SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
"14.705","Capacity Building for Sustainable Communities","B - Cooperative Agreements","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Community Planning and Development","14.703, 14.704","May 27, 2015","Aug 24, 2014","false","Dwayne S. Marsh
451 7th Street SW
Room 10180, Washington DC 20410
(202) 402-6316
"
"93.726","ARRA Accelerating Adoption of Comparative Effectiveness Research (CER)","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES","N/A","Apr 20, 2015","Jun 29, 2014","false","Cille Kennedy
200 Independence Avenue SW, Room 447-D, Washington DC 20201
2022600370
"
"10.256","Consumer Data and Information Program","B - Project Grants (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","ECONOMIC RESEARCH SERVICE","10.500, 10.200, 10.202, 10.700, 10.001, 10.203, 10.153","Oct 27, 2014","Sep 3, 2013","false","Nancy A. Thomas
355 E Street SW, Room 7-174, Washington DC 20024-3231
2026945008
"
"10.092","Tree Assistance Program","D - Direct Payments with Unrestricted Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","10.082","Oct 27, 2014","Aug 25, 2013","false","Terry L. Hill
USDA, DAFP, PECD, GRS, 1400 Independence Ave SW Stop 0517, Washington DC 20250
(202) 720-3087
"
"10.091","Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program","C - Direct Payments for Specified Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","10.089, 10.090, 10.088","Oct 27, 2014","Aug 10, 2013","false","Amy Mitchell
USDA, FSA, Production, Emergencies, & Compliance Division, 1400 Independence Ave SW Stop 0517, Washington DC 20250
(202) 720-8954
"
"10.088","Livestock Indemnity Program","C - Direct Payments for Specified Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","N/A","Oct 27, 2014","Aug 10, 2013","false","Scotty M. Abbott
FSA DAFP PECD, 1400 Independence Ave SW,  Room 4758-S, Washington DC 20250
(202) 720-7997
"
